window_id,id,window_start,window_end,target_date,target_distance_km,target_distance_label,target_seconds,target_time,window_days,activity_days,rest_days
595d6602-2d36-49f3-8d7b-35315157e6f5_2019-05-16_5.0,595d6602-2d36-49f3-8d7b-35315157e6f5,2019-04-19,2019-05-16,2019-05-16,5.0,5.0 km,2188.0785219399536,36:28,28,9,19
595d6602-2d36-49f3-8d7b-35315157e6f5_2019-05-16_10.0,595d6602-2d36-49f3-8d7b-35315157e6f5,2019-04-19,2019-05-16,2019-05-16,10.0,10.0 km,3450.0296495956873,57:30,28,9,19
595d6602-2d36-49f3-8d7b-35315157e6f5_2019-05-21_5.0,595d6602-2d36-49f3-8d7b-35315157e6f5,2019-04-24,2019-05-21,2019-05-21,5.0,5.0 km,2208.5137931034483,36:49,28,9,19
595d6602-2d36-49f3-8d7b-35315157e6f5_2019-05-21_10.0,595d6602-2d36-49f3-8d7b-35315157e6f5,2019-04-24,2019-05-21,2019-05-21,10.0,10.0 km,4077.26517571885,01:07:57,28,9,19
595d6602-2d36-49f3-8d7b-35315157e6f5_2019-06-02_5.0,595d6602-2d36-49f3-8d7b-35315157e6f5,2019-05-06,2019-06-02,2019-06-02,5.0,5.0 km,1518.8689458689457,25:19,28,5,23
595d6602-2d36-49f3-8d7b-35315157e6f5_2019-06-02_10.0,595d6602-2d36-49f3-8d7b-35315157e6f5,2019-05-06,2019-06-02,2019-06-02,10.0,10.0 km,3016.074074074074,50:16,28,5,23
595d6602-2d36-49f3-8d7b-35315157e6f5_2019-06-02_15.0,595d6602-2d36-49f3-8d7b-35315157e6f5,2019-05-06,2019-06-02,2019-06-02,15.0,15.0 km,4502.885714285714,01:15:03,28,5,23
595d6602-2d36-49f3-8d7b-35315157e6f5_2019-06-04_5.0,595d6602-2d36-49f3-8d7b-35315157e6f5,2019-05-08,2019-06-04,2019-06-04,5.0,5.0 km,2490.7056074766356,41:31,28,6,22
595d6602-2d36-49f3-8d7b-35315157e6f5_2019-06-04_10.0,595d6602-2d36-49f3-8d7b-35315157e6f5,2019-05-08,2019-06-04,2019-06-04,10.0,10.0 km,4415.0,01:13:35,28,6,22
595d6602-2d36-49f3-8d7b-35315157e6f5_2019-06-06_5.0,595d6602-2d36-49f3-8d7b-35315157e6f5,2019-05-10,2019-06-06,2019-06-06,5.0,5.0 km,1612.768361581921,26:53,28,6,22
595d6602-2d36-49f3-8d7b-35315157e6f5_2019-06-06_10.0,595d6602-2d36-49f3-8d7b-35315157e6f5,2019-05-10,2019-06-06,2019-06-06,10.0,10.0 km,3048.05604719764,50:48,28,6,22
595d6602-2d36-49f3-8d7b-35315157e6f5_2019-06-06_15.0,595d6602-2d36-49f3-8d7b-35315157e6f5,2019-05-10,2019-06-06,2019-06-06,15.0,15.0 km,4403.28947368421,01:13:23,28,6,22
595d6602-2d36-49f3-8d7b-35315157e6f5_2019-06-11_5.0,595d6602-2d36-49f3-8d7b-35315157e6f5,2019-05-15,2019-06-11,2019-06-11,5.0,5.0 km,1848.6712962962963,30:49,28,6,22
595d6602-2d36-49f3-8d7b-35315157e6f5_2019-06-11_10.0,595d6602-2d36-49f3-8d7b-35315157e6f5,2019-05-15,2019-06-11,2019-06-11,10.0,10.0 km,3648.190031152648,01:00:48,28,6,22
595d6602-2d36-49f3-8d7b-35315157e6f5_2019-06-13_5.0,595d6602-2d36-49f3-8d7b-35315157e6f5,2019-05-17,2019-06-13,2019-06-13,5.0,5.0 km,1265.0545851528384,21:05,28,6,22
595d6602-2d36-49f3-8d7b-35315157e6f5_2019-06-18_5.0,595d6602-2d36-49f3-8d7b-35315157e6f5,2019-05-22,2019-06-18,2019-06-18,5.0,5.0 km,2744.679856115108,45:45,28,6,22
595d6602-2d36-49f3-8d7b-35315157e6f5_2019-06-18_10.0,595d6602-2d36-49f3-8d7b-35315157e6f5,2019-05-22,2019-06-18,2019-06-18,10.0,10.0 km,4998.71671388102,01:23:19,28,6,22
595d6602-2d36-49f3-8d7b-35315157e6f5_2019-06-19_5.0,595d6602-2d36-49f3-8d7b-35315157e6f5,2019-05-23,2019-06-19,2019-06-19,5.0,5.0 km,1403.0747330960853,23:23,28,7,21
595d6602-2d36-49f3-8d7b-35315157e6f5_2019-06-19_10.0,595d6602-2d36-49f3-8d7b-35315157e6f5,2019-05-23,2019-06-19,2019-06-19,10.0,10.0 km,2690.8839907192573,44:51,28,7,21
595d6602-2d36-49f3-8d7b-35315157e6f5_2019-06-19_15.0,595d6602-2d36-49f3-8d7b-35315157e6f5,2019-05-23,2019-06-19,2019-06-19,15.0,15.0 km,4001.459459459459,01:06:41,28,7,21
595d6602-2d36-49f3-8d7b-35315157e6f5_2019-06-24_5.0,595d6602-2d36-49f3-8d7b-35315157e6f5,2019-05-28,2019-06-24,2019-06-24,5.0,5.0 km,1501.8392370572208,25:02,28,8,20
595d6602-2d36-49f3-8d7b-35315157e6f5_2019-06-24_10.0,595d6602-2d36-49f3-8d7b-35315157e6f5,2019-05-28,2019-06-24,2019-06-24,10.0,10.0 km,4132.4,01:08:52,28,8,20
595d6602-2d36-49f3-8d7b-35315157e6f5_2019-06-24_15.0,595d6602-2d36-49f3-8d7b-35315157e6f5,2019-05-28,2019-06-24,2019-06-24,15.0,15.0 km,6261.645161290323,01:44:22,28,8,20
595d6602-2d36-49f3-8d7b-35315157e6f5_2019-06-24_21.1,595d6602-2d36-49f3-8d7b-35315157e6f5,2019-05-28,2019-06-24,2019-06-24,21.1,21.1 km,8867.428571428572,02:27:47,28,8,20
595d6602-2d36-49f3-8d7b-35315157e6f5_2019-06-28_5.0,595d6602-2d36-49f3-8d7b-35315157e6f5,2019-06-01,2019-06-28,2019-06-28,5.0,5.0 km,1547.7087378640776,25:48,28,9,19
595d6602-2d36-49f3-8d7b-35315157e6f5_2019-06-28_10.0,595d6602-2d36-49f3-8d7b-35315157e6f5,2019-06-01,2019-06-28,2019-06-28,10.0,10.0 km,2977.921052631579,49:38,28,9,19
595d6602-2d36-49f3-8d7b-35315157e6f5_2019-06-28_15.0,595d6602-2d36-49f3-8d7b-35315157e6f5,2019-06-01,2019-06-28,2019-06-28,15.0,15.0 km,4309.5526315789475,01:11:50,28,9,19
595d6602-2d36-49f3-8d7b-35315157e6f5_2019-06-28_21.1,595d6602-2d36-49f3-8d7b-35315157e6f5,2019-06-01,2019-06-28,2019-06-28,21.1,21.1 km,6047.217391304348,01:40:47,28,9,19
595d6602-2d36-49f3-8d7b-35315157e6f5_2019-06-30_5.0,595d6602-2d36-49f3-8d7b-35315157e6f5,2019-06-03,2019-06-30,2019-06-30,5.0,5.0 km,1507.211320754717,25:07,28,9,19
595d6602-2d36-49f3-8d7b-35315157e6f5_2019-06-30_10.0,595d6602-2d36-49f3-8d7b-35315157e6f5,2019-06-03,2019-06-30,2019-06-30,10.0,10.0 km,3043.446064139942,50:43,28,9,19
595d6602-2d36-49f3-8d7b-35315157e6f5_2019-06-30_15.0,595d6602-2d36-49f3-8d7b-35315157e6f5,2019-06-03,2019-06-30,2019-06-30,15.0,15.0 km,4948.171428571429,01:22:28,28,9,19
595d6602-2d36-49f3-8d7b-35315157e6f5_2019-06-30_21.1,595d6602-2d36-49f3-8d7b-35315157e6f5,2019-06-03,2019-06-30,2019-06-30,21.1,21.1 km,7546.39393939394,02:05:46,28,9,19
595d6602-2d36-49f3-8d7b-35315157e6f5_2019-07-02_5.0,595d6602-2d36-49f3-8d7b-35315157e6f5,2019-06-05,2019-07-02,2019-07-02,5.0,5.0 km,2188.382051282051,36:28,28,9,19
595d6602-2d36-49f3-8d7b-35315157e6f5_2019-07-02_10.0,595d6602-2d36-49f3-8d7b-35315157e6f5,2019-06-05,2019-07-02,2019-07-02,10.0,10.0 km,4520.459459459459,01:15:20,28,9,19
595d6602-2d36-49f3-8d7b-35315157e6f5_2019-07-04_5.0,595d6602-2d36-49f3-8d7b-35315157e6f5,2019-06-07,2019-07-04,2019-07-04,5.0,5.0 km,2119.774011299435,35:20,28,9,19
595d6602-2d36-49f3-8d7b-35315157e6f5_2019-07-04_10.0,595d6602-2d36-49f3-8d7b-35315157e6f5,2019-06-07,2019-07-04,2019-07-04,10.0,10.0 km,4074.5147679324896,01:07:55,28,9,19
595d6602-2d36-49f3-8d7b-35315157e6f5_2019-07-06_5.0,595d6602-2d36-49f3-8d7b-35315157e6f5,2019-06-09,2019-07-06,2019-07-06,5.0,5.0 km,1396.8473520249222,23:17,28,10,18
595d6602-2d36-49f3-8d7b-35315157e6f5_2019-07-06_10.0,595d6602-2d36-49f3-8d7b-35315157e6f5,2019-06-09,2019-07-06,2019-07-06,10.0,10.0 km,2826.590163934426,47:07,28,10,18
595d6602-2d36-49f3-8d7b-35315157e6f5_2019-07-06_15.0,595d6602-2d36-49f3-8d7b-35315157e6f5,2019-06-09,2019-07-06,2019-07-06,15.0,15.0 km,4294.4358974358975,01:11:34,28,10,18
595d6602-2d36-49f3-8d7b-35315157e6f5_2019-07-06_21.1,595d6602-2d36-49f3-8d7b-35315157e6f5,2019-06-09,2019-07-06,2019-07-06,21.1,21.1 km,6235.358974358975,01:43:55,28,10,18
595d6602-2d36-49f3-8d7b-35315157e6f5_2019-07-09_5.0,595d6602-2d36-49f3-8d7b-35315157e6f5,2019-06-12,2019-07-09,2019-07-09,5.0,5.0 km,1318.2907268170425,21:58,28,10,18
595d6602-2d36-49f3-8d7b-35315157e6f5_2019-07-09_10.0,595d6602-2d36-49f3-8d7b-35315157e6f5,2019-06-12,2019-07-09,2019-07-09,10.0,10.0 km,2613.4411764705883,43:33,28,10,18
595d6602-2d36-49f3-8d7b-35315157e6f5_2019-07-11_5.0,595d6602-2d36-49f3-8d7b-35315157e6f5,2019-06-14,2019-07-11,2019-07-11,5.0,5.0 km,2191.284595300261,36:31,28,10,18
595d6602-2d36-49f3-8d7b-35315157e6f5_2019-07-11_10.0,595d6602-2d36-49f3-8d7b-35315157e6f5,2019-06-14,2019-07-11,2019-07-11,10.0,10.0 km,4321.830508474576,01:12:02,28,10,18
595d6602-2d36-49f3-8d7b-35315157e6f5_2019-07-13_5.0,595d6602-2d36-49f3-8d7b-35315157e6f5,2019-06-16,2019-07-13,2019-07-13,5.0,5.0 km,1385.5470737913486,23:06,28,11,17
595d6602-2d36-49f3-8d7b-35315157e6f5_2019-07-21_5.0,595d6602-2d36-49f3-8d7b-35315157e6f5,2019-06-24,2019-07-21,2019-07-21,5.0,5.0 km,1563.0,26:03,28,10,18
595d6602-2d36-49f3-8d7b-35315157e6f5_2019-07-21_10.0,595d6602-2d36-49f3-8d7b-35315157e6f5,2019-06-24,2019-07-21,2019-07-21,10.0,10.0 km,3189.0,53:09,28,10,18
595d6602-2d36-49f3-8d7b-35315157e6f5_2019-07-21_15.0,595d6602-2d36-49f3-8d7b-35315157e6f5,2019-06-24,2019-07-21,2019-07-21,15.0,15.0 km,5042.5,01:24:02,28,10,18
595d6602-2d36-49f3-8d7b-35315157e6f5_2019-07-21_21.1,595d6602-2d36-49f3-8d7b-35315157e6f5,2019-06-24,2019-07-21,2019-07-21,21.1,21.1 km,7312.0,02:01:52,28,10,18
595d6602-2d36-49f3-8d7b-35315157e6f5_2019-08-03_5.0,595d6602-2d36-49f3-8d7b-35315157e6f5,2019-07-07,2019-08-03,2019-08-03,5.0,5.0 km,1760.5595238095239,29:21,28,5,23
595d6602-2d36-49f3-8d7b-35315157e6f5_2019-08-03_10.0,595d6602-2d36-49f3-8d7b-35315157e6f5,2019-07-07,2019-08-03,2019-08-03,10.0,10.0 km,3764.8708010335918,01:02:45,28,5,23
595d6602-2d36-49f3-8d7b-35315157e6f5_2019-08-08_5.0,595d6602-2d36-49f3-8d7b-35315157e6f5,2019-07-12,2019-08-08,2019-08-08,5.0,5.0 km,1969.9610778443111,32:50,28,4,24
595d6602-2d36-49f3-8d7b-35315157e6f5_2019-08-08_10.0,595d6602-2d36-49f3-8d7b-35315157e6f5,2019-07-12,2019-08-08,2019-08-08,10.0,10.0 km,3849.581151832461,01:04:10,28,4,24
595d6602-2d36-49f3-8d7b-35315157e6f5_2019-08-08_15.0,595d6602-2d36-49f3-8d7b-35315157e6f5,2019-07-12,2019-08-08,2019-08-08,15.0,15.0 km,5389.789473684211,01:29:50,28,4,24
595d6602-2d36-49f3-8d7b-35315157e6f5_2019-08-17_5.0,595d6602-2d36-49f3-8d7b-35315157e6f5,2019-07-21,2019-08-17,2019-08-17,5.0,5.0 km,1365.121951219512,22:45,28,4,24
595d6602-2d36-49f3-8d7b-35315157e6f5_2019-08-17_10.0,595d6602-2d36-49f3-8d7b-35315157e6f5,2019-07-21,2019-08-17,2019-08-17,10.0,10.0 km,2691.4475138121547,44:51,28,4,24
595d6602-2d36-49f3-8d7b-35315157e6f5_2019-09-14_5.0,595d6602-2d36-49f3-8d7b-35315157e6f5,2019-08-18,2019-09-14,2019-09-14,5.0,5.0 km,2249.144694533762,37:29,28,1,27
595d6602-2d36-49f3-8d7b-35315157e6f5_2019-09-14_10.0,595d6602-2d36-49f3-8d7b-35315157e6f5,2019-08-18,2019-09-14,2019-09-14,10.0,10.0 km,4348.0,01:12:28,28,1,27
595d6602-2d36-49f3-8d7b-35315157e6f5_2019-09-19_5.0,595d6602-2d36-49f3-8d7b-35315157e6f5,2019-08-23,2019-09-19,2019-09-19,5.0,5.0 km,1740.4659863945578,29:00,28,2,26
595d6602-2d36-49f3-8d7b-35315157e6f5_2019-09-19_10.0,595d6602-2d36-49f3-8d7b-35315157e6f5,2019-08-23,2019-09-19,2019-09-19,10.0,10.0 km,3556.916317991632,59:17,28,2,26
595d6602-2d36-49f3-8d7b-35315157e6f5_2019-09-21_5.0,595d6602-2d36-49f3-8d7b-35315157e6f5,2019-08-25,2019-09-21,2019-09-21,5.0,5.0 km,2066.6425339366515,34:27,28,3,25
595d6602-2d36-49f3-8d7b-35315157e6f5_2019-09-21_10.0,595d6602-2d36-49f3-8d7b-35315157e6f5,2019-08-25,2019-09-21,2019-09-21,10.0,10.0 km,4028.5033112582782,01:07:09,28,3,25
595d6602-2d36-49f3-8d7b-35315157e6f5_2019-09-26_5.0,595d6602-2d36-49f3-8d7b-35315157e6f5,2019-08-30,2019-09-26,2019-09-26,5.0,5.0 km,1931.3776493256262,32:11,28,4,24
595d6602-2d36-49f3-8d7b-35315157e6f5_2019-10-01_5.0,595d6602-2d36-49f3-8d7b-35315157e6f5,2019-09-04,2019-10-01,2019-10-01,5.0,5.0 km,2113.755681818182,35:14,28,5,23
595d6602-2d36-49f3-8d7b-35315157e6f5_2019-10-01_10.0,595d6602-2d36-49f3-8d7b-35315157e6f5,2019-09-04,2019-10-01,2019-10-01,10.0,10.0 km,4074.8734177215188,01:07:55,28,5,23
595d6602-2d36-49f3-8d7b-35315157e6f5_2019-10-08_5.0,595d6602-2d36-49f3-8d7b-35315157e6f5,2019-09-11,2019-10-08,2019-10-08,5.0,5.0 km,2123.1405405405403,35:23,28,6,22
595d6602-2d36-49f3-8d7b-35315157e6f5_2019-10-08_10.0,595d6602-2d36-49f3-8d7b-35315157e6f5,2019-09-11,2019-10-08,2019-10-08,10.0,10.0 km,4230.718309859155,01:10:31,28,6,22
595d6602-2d36-49f3-8d7b-35315157e6f5_2019-10-10_5.0,595d6602-2d36-49f3-8d7b-35315157e6f5,2019-09-13,2019-10-10,2019-10-10,5.0,5.0 km,2837.298969072165,47:17,28,7,21
595d6602-2d36-49f3-8d7b-35315157e6f5_2019-10-10_10.0,595d6602-2d36-49f3-8d7b-35315157e6f5,2019-09-13,2019-10-10,2019-10-10,10.0,10.0 km,4133.074074074074,01:08:53,28,7,21
595d6602-2d36-49f3-8d7b-35315157e6f5_2019-10-12_5.0,595d6602-2d36-49f3-8d7b-35315157e6f5,2019-09-15,2019-10-12,2019-10-12,5.0,5.0 km,2101.7319587628867,35:02,28,7,21
595d6602-2d36-49f3-8d7b-35315157e6f5_2019-10-12_10.0,595d6602-2d36-49f3-8d7b-35315157e6f5,2019-09-15,2019-10-12,2019-10-12,10.0,10.0 km,4349.269005847954,01:12:29,28,7,21
595d6602-2d36-49f3-8d7b-35315157e6f5_2019-10-15_5.0,595d6602-2d36-49f3-8d7b-35315157e6f5,2019-09-18,2019-10-15,2019-10-15,5.0,5.0 km,2350.263157894736,39:10,28,8,20
595d6602-2d36-49f3-8d7b-35315157e6f5_2019-10-15_10.0,595d6602-2d36-49f3-8d7b-35315157e6f5,2019-09-18,2019-10-15,2019-10-15,10.0,10.0 km,4297.498525073746,01:11:37,28,8,20
595d6602-2d36-49f3-8d7b-35315157e6f5_2019-10-17_5.0,595d6602-2d36-49f3-8d7b-35315157e6f5,2019-09-20,2019-10-17,2019-10-17,5.0,5.0 km,2842.761431411531,47:23,28,8,20
595d6602-2d36-49f3-8d7b-35315157e6f5_2019-10-19_5.0,595d6602-2d36-49f3-8d7b-35315157e6f5,2019-09-22,2019-10-19,2019-10-19,5.0,5.0 km,1765.1973684210527,29:25,28,8,20
595d6602-2d36-49f3-8d7b-35315157e6f5_2019-10-19_10.0,595d6602-2d36-49f3-8d7b-35315157e6f5,2019-09-22,2019-10-19,2019-10-19,10.0,10.0 km,3872.420849420849,01:04:32,28,8,20
595d6602-2d36-49f3-8d7b-35315157e6f5_2019-10-19_15.0,595d6602-2d36-49f3-8d7b-35315157e6f5,2019-09-22,2019-10-19,2019-10-19,15.0,15.0 km,5834.384615384615,01:37:14,28,8,20
595d6602-2d36-49f3-8d7b-35315157e6f5_2019-10-22_5.0,595d6602-2d36-49f3-8d7b-35315157e6f5,2019-09-25,2019-10-22,2019-10-22,5.0,5.0 km,1590.5794621026896,26:31,28,9,19
595d6602-2d36-49f3-8d7b-35315157e6f5_2019-10-22_10.0,595d6602-2d36-49f3-8d7b-35315157e6f5,2019-09-25,2019-10-22,2019-10-22,10.0,10.0 km,2915.5333333333333,48:36,28,9,19
595d6602-2d36-49f3-8d7b-35315157e6f5_2019-10-27_5.0,595d6602-2d36-49f3-8d7b-35315157e6f5,2019-09-30,2019-10-27,2019-10-27,5.0,5.0 km,1714.7919799498748,28:35,28,9,19
595d6602-2d36-49f3-8d7b-35315157e6f5_2019-10-27_10.0,595d6602-2d36-49f3-8d7b-35315157e6f5,2019-09-30,2019-10-27,2019-10-27,10.0,10.0 km,3809.94459833795,01:03:30,28,9,19
595d6602-2d36-49f3-8d7b-35315157e6f5_2019-10-27_15.0,595d6602-2d36-49f3-8d7b-35315157e6f5,2019-09-30,2019-10-27,2019-10-27,15.0,15.0 km,5672.689655172414,01:34:33,28,9,19
595d6602-2d36-49f3-8d7b-35315157e6f5_2019-10-27_21.1,595d6602-2d36-49f3-8d7b-35315157e6f5,2019-09-30,2019-10-27,2019-10-27,21.1,21.1 km,8438.23076923077,02:20:38,28,9,19
595d6602-2d36-49f3-8d7b-35315157e6f5_2019-10-29_5.0,595d6602-2d36-49f3-8d7b-35315157e6f5,2019-10-02,2019-10-29,2019-10-29,5.0,5.0 km,1906.6326530612246,31:47,28,9,19
595d6602-2d36-49f3-8d7b-35315157e6f5_2019-10-29_10.0,595d6602-2d36-49f3-8d7b-35315157e6f5,2019-10-02,2019-10-29,2019-10-29,10.0,10.0 km,4217.517241379311,01:10:18,28,9,19
595d6602-2d36-49f3-8d7b-35315157e6f5_2019-11-05_5.0,595d6602-2d36-49f3-8d7b-35315157e6f5,2019-10-09,2019-11-05,2019-11-05,5.0,5.0 km,2242.531055900621,37:23,28,9,19
595d6602-2d36-49f3-8d7b-35315157e6f5_2019-11-05_10.0,595d6602-2d36-49f3-8d7b-35315157e6f5,2019-10-09,2019-11-05,2019-11-05,10.0,10.0 km,4144.849246231156,01:09:05,28,9,19
595d6602-2d36-49f3-8d7b-35315157e6f5_2019-11-12_5.0,595d6602-2d36-49f3-8d7b-35315157e6f5,2019-10-16,2019-11-12,2019-11-12,5.0,5.0 km,2536.625641025641,42:17,28,8,20
595d6602-2d36-49f3-8d7b-35315157e6f5_2019-11-12_10.0,595d6602-2d36-49f3-8d7b-35315157e6f5,2019-10-16,2019-11-12,2019-11-12,10.0,10.0 km,4630.134078212291,01:17:10,28,8,20
595d6602-2d36-49f3-8d7b-35315157e6f5_2019-11-14_5.0,595d6602-2d36-49f3-8d7b-35315157e6f5,2019-10-18,2019-11-14,2019-11-14,5.0,5.0 km,2477.3515151515153,41:17,28,8,20
595d6602-2d36-49f3-8d7b-35315157e6f5_2019-11-14_10.0,595d6602-2d36-49f3-8d7b-35315157e6f5,2019-10-18,2019-11-14,2019-11-14,10.0,10.0 km,3801.431072210066,01:03:21,28,8,20
595d6602-2d36-49f3-8d7b-35315157e6f5_2019-11-19_5.0,595d6602-2d36-49f3-8d7b-35315157e6f5,2019-10-23,2019-11-19,2019-11-19,5.0,5.0 km,2213.2296819787985,36:53,28,8,20
595d6602-2d36-49f3-8d7b-35315157e6f5_2019-11-19_10.0,595d6602-2d36-49f3-8d7b-35315157e6f5,2019-10-23,2019-11-19,2019-11-19,10.0,10.0 km,4349.183098591549,01:12:29,28,8,20
595d6602-2d36-49f3-8d7b-35315157e6f5_2019-11-21_5.0,595d6602-2d36-49f3-8d7b-35315157e6f5,2019-10-25,2019-11-21,2019-11-21,5.0,5.0 km,2765.4009433962265,46:05,28,9,19
595d6602-2d36-49f3-8d7b-35315157e6f5_2019-11-21_10.0,595d6602-2d36-49f3-8d7b-35315157e6f5,2019-10-25,2019-11-21,2019-11-21,10.0,10.0 km,4254.632034632034,01:10:55,28,9,19
595d6602-2d36-49f3-8d7b-35315157e6f5_2019-11-26_5.0,595d6602-2d36-49f3-8d7b-35315157e6f5,2019-10-30,2019-11-26,2019-11-26,5.0,5.0 km,2355.501628664495,39:16,28,9,19
595d6602-2d36-49f3-8d7b-35315157e6f5_2019-11-26_10.0,595d6602-2d36-49f3-8d7b-35315157e6f5,2019-10-30,2019-11-26,2019-11-26,10.0,10.0 km,4171.808743169398,01:09:32,28,9,19
595d6602-2d36-49f3-8d7b-35315157e6f5_2019-11-28_5.0,595d6602-2d36-49f3-8d7b-35315157e6f5,2019-11-01,2019-11-28,2019-11-28,5.0,5.0 km,2760.46887966805,46:00,28,10,18
595d6602-2d36-49f3-8d7b-35315157e6f5_2019-12-03_5.0,595d6602-2d36-49f3-8d7b-35315157e6f5,2019-11-06,2019-12-03,2019-12-03,5.0,5.0 km,2378.1882845188284,39:38,28,10,18
595d6602-2d36-49f3-8d7b-35315157e6f5_2019-12-03_10.0,595d6602-2d36-49f3-8d7b-35315157e6f5,2019-11-06,2019-12-03,2019-12-03,10.0,10.0 km,4345.476923076923,01:12:25,28,10,18
595d6602-2d36-49f3-8d7b-35315157e6f5_2019-12-05_5.0,595d6602-2d36-49f3-8d7b-35315157e6f5,2019-11-08,2019-12-05,2019-12-05,5.0,5.0 km,1771.5920177383593,29:32,28,11,17
595d6602-2d36-49f3-8d7b-35315157e6f5_2019-12-05_10.0,595d6602-2d36-49f3-8d7b-35315157e6f5,2019-11-08,2019-12-05,2019-12-05,10.0,10.0 km,3138.364161849711,52:18,28,11,17
59747400-486b-4c0f-bb30-989fe8b7b87a_2018-12-20_5.0,59747400-486b-4c0f-bb30-989fe8b7b87a,2018-11-23,2018-12-20,2018-12-20,5.0,5.0 km,1571.3137931034482,26:11,28,7,21
59747400-486b-4c0f-bb30-989fe8b7b87a_2018-12-20_10.0,59747400-486b-4c0f-bb30-989fe8b7b87a,2018-11-23,2018-12-20,2018-12-20,10.0,10.0 km,3230.270072992701,53:50,28,7,21
59747400-486b-4c0f-bb30-989fe8b7b87a_2018-12-22_5.0,59747400-486b-4c0f-bb30-989fe8b7b87a,2018-11-25,2018-12-22,2018-12-22,5.0,5.0 km,1647.6091205211726,27:28,28,8,20
59747400-486b-4c0f-bb30-989fe8b7b87a_2018-12-22_10.0,59747400-486b-4c0f-bb30-989fe8b7b87a,2018-11-25,2018-12-22,2018-12-22,10.0,10.0 km,3385.2599027102156,56:25,28,8,20
59747400-486b-4c0f-bb30-989fe8b7b87a_2018-12-22_15.0,59747400-486b-4c0f-bb30-989fe8b7b87a,2018-11-25,2018-12-22,2018-12-22,15.0,15.0 km,5078.066666666667,01:24:38,28,8,20
59747400-486b-4c0f-bb30-989fe8b7b87a_2018-12-24_5.0,59747400-486b-4c0f-bb30-989fe8b7b87a,2018-11-27,2018-12-24,2018-12-24,5.0,5.0 km,1690.7966101694915,28:11,28,9,19
59747400-486b-4c0f-bb30-989fe8b7b87a_2018-12-27_5.0,59747400-486b-4c0f-bb30-989fe8b7b87a,2018-11-30,2018-12-27,2018-12-27,5.0,5.0 km,1896.296551724138,31:36,28,9,19
59747400-486b-4c0f-bb30-989fe8b7b87a_2018-12-27_10.0,59747400-486b-4c0f-bb30-989fe8b7b87a,2018-11-30,2018-12-27,2018-12-27,10.0,10.0 km,3686.0572390572393,01:01:26,28,9,19
59747400-486b-4c0f-bb30-989fe8b7b87a_2018-12-31_5.0,59747400-486b-4c0f-bb30-989fe8b7b87a,2018-12-04,2018-12-31,2018-12-31,5.0,5.0 km,1880.1561261689649,31:20,28,9,19
59747400-486b-4c0f-bb30-989fe8b7b87a_2018-12-31_10.0,59747400-486b-4c0f-bb30-989fe8b7b87a,2018-12-04,2018-12-31,2018-12-31,10.0,10.0 km,3710.3927125506075,01:01:50,28,9,19
59747400-486b-4c0f-bb30-989fe8b7b87a_2019-01-02_5.0,59747400-486b-4c0f-bb30-989fe8b7b87a,2018-12-06,2019-01-02,2019-01-02,5.0,5.0 km,1760.0743494423793,29:20,28,9,19
59747400-486b-4c0f-bb30-989fe8b7b87a_2019-01-02_10.0,59747400-486b-4c0f-bb30-989fe8b7b87a,2018-12-06,2019-01-02,2019-01-02,10.0,10.0 km,3593.0,59:53,28,9,19
59747400-486b-4c0f-bb30-989fe8b7b87a_2019-01-06_5.0,59747400-486b-4c0f-bb30-989fe8b7b87a,2018-12-10,2019-01-06,2019-01-06,5.0,5.0 km,1777.9154929577464,29:38,28,10,18
59747400-486b-4c0f-bb30-989fe8b7b87a_2019-01-06_10.0,59747400-486b-4c0f-bb30-989fe8b7b87a,2018-12-10,2019-01-06,2019-01-06,10.0,10.0 km,3508.0579710144925,58:28,28,10,18
59747400-486b-4c0f-bb30-989fe8b7b87a_2019-01-17_5.0,59747400-486b-4c0f-bb30-989fe8b7b87a,2018-12-21,2019-01-17,2019-01-17,5.0,5.0 km,1454.5795454545455,24:15,28,7,21
59747400-486b-4c0f-bb30-989fe8b7b87a_2019-01-21_5.0,59747400-486b-4c0f-bb30-989fe8b7b87a,2018-12-25,2019-01-21,2019-01-21,5.0,5.0 km,1520.3508196721314,25:20,28,6,22
59747400-486b-4c0f-bb30-989fe8b7b87a_2019-01-21_10.0,59747400-486b-4c0f-bb30-989fe8b7b87a,2018-12-25,2019-01-21,2019-01-21,10.0,10.0 km,3141.285714285714,52:21,28,6,22
59747400-486b-4c0f-bb30-989fe8b7b87a_2019-03-15_5.0,59747400-486b-4c0f-bb30-989fe8b7b87a,2019-02-16,2019-03-15,2019-03-15,5.0,5.0 km,1614.9562682215744,26:55,28,2,26
59747400-486b-4c0f-bb30-989fe8b7b87a_2019-03-24_5.0,59747400-486b-4c0f-bb30-989fe8b7b87a,2019-02-25,2019-03-24,2019-03-24,5.0,5.0 km,1525.2813370473536,25:25,28,3,25
59747400-486b-4c0f-bb30-989fe8b7b87a_2019-03-24_10.0,59747400-486b-4c0f-bb30-989fe8b7b87a,2019-02-25,2019-03-24,2019-03-24,10.0,10.0 km,3008.4632768361585,50:08,28,3,25
59747400-486b-4c0f-bb30-989fe8b7b87a_2019-04-04_5.0,59747400-486b-4c0f-bb30-989fe8b7b87a,2019-03-08,2019-04-04,2019-04-04,5.0,5.0 km,1504.43125,25:04,28,4,24
