secs,km,power,hr,cad,alt
0,0,,74,,212
1,0,,77,,211
2,0,,83,,211
3,0,,84,,212
4,0,,87,,212
5,0.012,,88,,212
6,0.012,,89,,212
7,0.012,,90,,212
8,0.012,,92,,213
9,0.023,,96,,213
10,0.023,,98,,214
11,0.023,,100,,215
12,0.023,,104,,215
13,0.037,,107,,215
14,0.037,,110,,215
15,0.037,,112,,215
16,0.037,,113,,215
17,0.048,,115,,215
18,0.048,,116,,215
19,0.048,,116,,215
20,0.058,,118,,215
21,0.058,,120,,216
22,0.064,,122,,216
23,0.064,,124,,216
24,0.071,,125,,216
25,0.071,,127,,216
26,0.071,,128,,216
27,0.071,,129,,216
28,0.071,,131,,216
29,0.083,,133,,216
30,0.083,,134,,216
31,0.083,,135,,216
32,0.083,,136,,215
33,0.083,,137,,215
34,0.097,,138,,215
35,0.097,,139,,215
36,0.097,,140,,215
37,0.097,,141,,215
38,0.109,,142,,215
39,0.109,,143,,216
40,0.109,,144,,216
41,0.109,,145,,216
42,0.109,,146,,216
43,0.109,,146,,217
44,0.122,,147,,217
45,0.122,,147,,218
46,0.122,,147,,219
47,0.122,,148,,220
48,0.134,,149,,220
49,0.134,,149,,221
50,0.134,,149,,221
51,0.134,,150,,222
52,0.146,,151,,222
53,0.146,,151,,223
54,0.146,,151,,223
55,0.146,,151,,224
56,0.146,,152,,224
57,0.159,,152,,225
58,0.159,,153,,225
59,0.159,,153,,225
60,0.159,,153,,225
61,0.172,,153,,225
62,0.172,,153,,225
63,0.172,,154,,225
64,0.172,,154,,225
65,0.172,,154,,225
66,0.172,,154,,225
67,0.184,,155,,225
68,0.184,,156,,225
69,0.184,,156,,225
70,0.184,,157,,225
71,0.184,,157,,225
72,0.196,,157,,224
73,0.196,,157,,224
74,0.196,,158,,224
75,0.196,,158,,224
76,0.196,,158,,224
77,0.209,,158,,224
78,0.209,,158,,224
79,0.209,,159,,224
80,0.209,,158,,224
81,0.209,,159,,224
82,0.209,,159,,224
83,0.222,,160,,224
84,0.222,,160,,224
85,0.222,,160,,224
86,0.222,,160,,225
87,0.222,,160,,224
88,0.235,,160,,225
89,0.235,,160,,225
90,0.235,,160,,225
91,0.235,,160,,225
92,0.235,,160,,225
93,0.247,,160,,226
94,0.247,,160,,226
95,0.247,,161,,226
96,0.247,,162,,226
97,0.258,,163,,226
98,0.258,,163,,226
99,0.258,,164,,226
100,0.258,,164,,225
101,0.258,,163,,225
102,0.27,,163,,226
103,0.27,,162,,226
104,0.27,,161,,226
105,0.27,,162,,226
106,0.27,,162,,226
107,0.281,,162,,226
108,0.281,,162,,226
109,0.281,,161,,226
110,0.281,,160,,226
111,0.281,,160,,226
112,0.294,,160,,227
113,0.294,,160,,227
114,0.294,,160,,227
115,0.294,,160,,227
116,0.294,,160,,227
117,0.308,,160,,228
118,0.308,,160,,228
119,0.308,,160,,228
120,0.308,,160,,228
121,0.308,,160,,228
122,0.308,,160,,228
123,0.321,,160,,229
124,0.321,,159,,229
125,0.321,,160,,229
126,0.321,,160,,229
127,0.321,,161,,230
128,0.334,,161,,230
129,0.334,,161,,230
130,0.334,,161,,230
131,0.334,,161,,230
132,0.334,,160,,230
133,0.346,,161,,230
134,0.346,,161,,230
135,0.346,,161,,230
136,0.346,,161,,231
137,0.346,,161,,231
138,0.346,,160,,231
139,0.357,,159,,231
140,0.357,,158,,232
141,0.357,,158,,232
142,0.357,,158,,233
143,0.357,,159,,233
144,0.357,,159,,234
145,0.357,,160,,234
146,0.369,,160,,235
147,0.369,,159,,235
148,0.369,,158,,236
149,0.369,,158,,236
150,0.369,,159,,236
151,0.381,,160,,236
152,0.381,,160,,236
153,0.381,,160,,237
154,0.381,,160,,237
155,0.381,,160,,237
156,0.381,,160,,237
157,0.394,,160,,238
158,0.394,,160,,238
159,0.394,,160,,238
160,0.394,,159,,238
161,0.394,,159,,239
162,0.406,,160,,239
163,0.406,,160,,239
164,0.406,,161,,239
165,0.406,,160,,239
166,0.406,,160,,239
167,0.418,,160,,240
168,0.418,,160,,240
169,0.418,,160,,240
170,0.418,,160,,240
171,0.418,,160,,241
172,0.429,,161,,241
173,0.429,,161,,242
174,0.429,,161,,242
175,0.429,,161,,243
176,0.429,,162,,243
177,0.441,,162,,243
178,0.441,,163,,244
179,0.441,,163,,244
180,0.441,,163,,244
181,0.441,,162,,244
182,0.453,,162,,245
183,0.453,,161,,245
184,0.453,,161,,245
185,0.453,,161,,246
186,0.453,,162,,246
187,0.453,,162,,246
188,0.466,,162,,246
189,0.466,,163,,246
190,0.466,,163,,247
191,0.466,,163,,247
192,0.466,,163,,248
193,0.479,,163,,248
194,0.479,,164,,248
195,0.479,,164,,249
196,0.479,,165,,249
197,0.479,,165,,250
198,0.491,,165,,250
199,0.491,,165,,251
200,0.491,,165,,251
201,0.491,,165,,251
202,0.491,,165,,251
203,0.504,,165,,252
204,0.504,,165,,252
205,0.504,,165,,252
206,0.504,,164,,253
207,0.516,,164,,253
208,0.516,,164,,254
209,0.516,,164,,254
210,0.516,,164,,255
211,0.516,,164,,255
212,0.528,,165,,255
213,0.528,,165,,255
214,0.528,,165,,256
215,0.528,,165,,256
216,0.528,,165,,257
217,0.538,,165,,258
218,0.538,,165,,259
219,0.538,,165,,260
220,0.538,,166,,260
221,0.538,,166,,260
222,0.55,,166,,261
223,0.55,,166,,261
224,0.55,,166,,261
225,0.55,,167,,261
226,0.55,,168,,262
227,0.562,,168,,262
228,0.562,,168,,262
229,0.562,,168,,262
230,0.562,,167,,262
231,0.562,,167,,263
232,0.562,,168,,263
233,0.562,,169,,263
234,0.575,,169,,263
235,0.575,,169,,264
236,0.575,,168,,264
237,0.575,,167,,264
238,0.588,,167,,264
239,0.588,,167,,264
240,0.588,,166,,264
241,0.588,,166,,265
242,0.588,,167,,265
243,0.599,,166,,265
244,0.599,,165,,265
245,0.599,,165,,265
246,0.599,,166,,266
247,0.599,,167,,266
248,0.599,,167,,265
249,0.611,,167,,266
250,0.611,,167,,267
251,0.611,,167,,267
252,0.611,,166,,267
253,0.622,,165,,267
254,0.622,,165,,268
255,0.622,,165,,268
256,0.622,,165,,269
257,0.635,,165,,269
258,0.635,,165,,270
259,0.635,,165,,270
260,0.635,,165,,271
261,0.648,,165,,271
262,0.648,,166,,271
263,0.648,,166,,271
264,0.648,,166,,271
265,0.659,,165,,271
266,0.659,,166,,271
267,0.659,,166,,271
268,0.659,,166,,271
269,0.659,,166,,271
270,0.671,,166,,270
271,0.671,,165,,271
272,0.671,,165,,271
273,0.671,,165,,270
274,0.683,,164,,270
275,0.683,,163,,270
276,0.683,,162,,270
277,0.683,,162,,269
278,0.695,,162,,269
279,0.695,,161,,268
280,0.695,,162,,268
281,0.695,,162,,269
282,0.695,,161,,269
283,0.705,,160,,269
284,0.705,,160,,269
285,0.705,,160,,269
286,0.705,,160,,269
287,0.716,,160,,269
288,0.716,,159,,269
289,0.716,,160,,269
290,0.726,,159,,269
291,0.726,,160,,270
292,0.726,,160,,270
293,0.735,,161,,270
294,0.735,,161,,270
295,0.735,,161,,270
296,0.745,,161,,270
297,0.745,,161,,270
298,0.745,,160,,270
299,0.754,,161,,270
300,0.754,,161,,270
301,0.754,,162,,270
302,0.763,,162,,270
303,0.763,,163,,270
304,0.763,,163,,270
305,0.773,,162,,270
306,0.773,,162,,270
307,0.773,,162,,270
308,0.782,,162,,269
309,0.782,,162,,269
310,0.782,,161,,269
311,0.792,,161,,269
312,0.792,,160,,269
313,0.792,,160,,269
314,0.801,,160,,269
315,0.801,,160,,269
316,0.801,,160,,269
317,0.811,,160,,269
318,0.811,,160,,269
319,0.811,,160,,269
320,0.822,,160,,269
321,0.822,,160,,269
322,0.822,,160,,269
323,0.832,,160,,268
324,0.832,,160,,268
325,0.832,,160,,268
326,0.842,,160,,268
327,0.842,,160,,268
328,0.842,,160,,268
329,0.842,,160,,268
330,0.855,,159,,268
331,0.855,,159,,268
332,0.855,,159,,268
333,0.864,,160,,268
334,0.864,,160,,268
335,0.864,,160,,268
336,0.874,,160,,268
337,0.874,,160,,268
338,0.874,,159,,268
339,0.883,,160,,268
340,0.883,,160,,268
341,0.883,,160,,268
342,0.892,,159,,268
343,0.892,,159,,268
344,0.892,,159,,268
345,0.901,,160,,268
346,0.901,,160,,268
347,0.901,,160,,268
348,0.91,,160,,268
349,0.91,,160,,268
350,0.91,,159,,268
351,0.918,,159,,269
352,0.918,,160,,269
353,0.918,,160,,269
354,0.925,,160,,269
355,0.925,,160,,269
356,0.925,,160,,269
357,0.932,,160,,269
358,0.932,,160,,269
359,0.932,,161,,270
360,0.932,,161,,269
361,0.932,,161,,269
362,0.941,,161,,270
363,0.941,,162,,270
364,0.949,,161,,270
365,0.949,,162,,270
366,0.949,,162,,270
367,0.957,,164,,270
368,0.957,,164,,270
369,0.957,,165,,270
370,0.966,,165,,270
371,0.966,,165,,270
372,0.966,,166,,270
373,0.976,,166,,270
374,0.976,,167,,271
375,0.976,,167,,271
376,0.985,,167,,271
377,0.985,,168,,271
378,0.985,,169,,272
379,0.995,,169,,272
380,0.995,,169,,272
381,0.995,,169,,272
382,1.004,,170,,272
383,1.004,,170,,272
384,1.004,,170,,272
385,1.004,,170,,273
386,1.004,,169,,273
387,1.018,,169,,273
388,1.018,,169,,273
389,1.018,,169,,273
390,1.018,,168,,273
391,1.018,,168,,273
392,1.03,,168,,274
393,1.03,,168,,274
394,1.03,,168,,274
395,1.03,,167,,273
396,1.03,,167,,273
397,1.03,,166,,273
398,1.03,,166,,272
399,1.03,,166,,272
400,1.03,,166,,272
401,1.03,,166,,271
402,1.04,,166,,271
403,1.04,,167,,271
404,1.04,,166,,271
405,1.05,,165,,271
406,1.05,,165,,271
407,1.05,,165,,271
408,1.05,,165,,271
409,1.062,,164,,270
410,1.062,,164,,270
411,1.062,,165,,270
412,1.062,,165,,270
413,1.062,,165,,270
414,1.074,,165,,270
415,1.074,,165,,269
416,1.074,,165,,269
417,1.085,,166,,269
418,1.085,,166,,269
419,1.085,,166,,269
420,1.095,,166,,269
421,1.095,,166,,268
422,1.095,,167,,268
423,1.104,,167,,268
424,1.104,,168,,267
425,1.104,,167,,267
426,1.113,,167,,268
427,1.113,,167,,267
428,1.12,,167,,267
429,1.12,,167,,266
430,1.12,,167,,266
431,1.131,,167,,266
432,1.131,,166,,266
433,1.131,,167,,265
434,1.14,,167,,264
435,1.14,,167,,264
436,1.14,,167,,264
437,1.151,,167,,263
438,1.151,,167,,263
439,1.151,,166,,263
440,1.16,,166,,263
441,1.16,,165,,263
442,1.167,,165,,263
443,1.167,,164,,263
444,1.174,,163,,263
445,1.174,,162,,263
446,1.174,,162,,263
447,1.186,,162,,262
448,1.186,,162,,261
449,1.186,,161,,260
450,1.186,,160,,260
451,1.2,,160,,259
452,1.2,,160,,259
453,1.2,,160,,258
454,1.2,,160,,258
455,1.212,,160,,258
456,1.212,,160,,258
457,1.212,,160,,258
458,1.212,,160,,257
459,1.223,,160,,257
460,1.223,,161,,257
461,1.223,,161,,257
462,1.223,,160,,257
463,1.235,,160,,256
464,1.235,,160,,256
465,1.235,,160,,256
466,1.235,,160,,256
467,1.245,,160,,256
468,1.245,,160,,256
469,1.245,,160,,257
470,1.245,,159,,257
471,1.245,,159,,257
472,1.258,,159,,257
473,1.258,,160,,257
474,1.258,,160,,257
475,1.267,,160,,257
476,1.267,,160,,257
477,1.267,,159,,257
478,1.267,,158,,256
479,1.282,,158,,257
480,1.282,,159,,257
481,1.288,,159,,257
482,1.288,,160,,257
483,1.296,,160,,257
484,1.296,,161,,257
485,1.302,,161,,257
486,1.302,,162,,257
487,1.309,,162,,257
488,1.309,,163,,257
489,1.315,,163,,257
490,1.315,,164,,257
491,1.315,,164,,257
492,1.324,,164,,257
493,1.324,,165,,257
494,1.324,,165,,257
495,1.333,,166,,257
496,1.333,,166,,256
497,1.333,,166,,256
498,1.342,,166,,257
499,1.342,,166,,256
500,1.342,,166,,256
501,1.351,,166,,257
502,1.351,,166,,257
503,1.351,,166,,257
504,1.36,,166,,257
505,1.36,,166,,256
