athlete_id,activity_file,zip_status,download_status,extraction_status,local_path,zip_size_bytes,activity_size_bytes,timestamp,error
0147e40d-85b6-4816-9048-86f03c3d6388,2016_04_04_18_25_43.csv,MATCHED,DOWNLOADED,EXTRACTED,c:\Users\admin\Desktop\CAPSTONE GAME TIME\00_raw\granular\0147e40d-85b6-4816-9048-86f03c3d6388\2016_04_04_18_25_43.csv,30261542,59506,2026-09-24 03:19:10,
0147e40d-85b6-4816-9048-86f03c3d6388,2016_04_19_19_00_12.csv,MATCHED,DOWNLOADED,EXTRACTED,c:\Users\admin\Desktop\CAPSTONE GAME TIME\00_raw\granular\0147e40d-85b6-4816-9048-86f03c3d6388\2016_04_19_19_00_12.csv,30261542,97472,2026-09-24 03:19:10,
0147e40d-85b6-4816-9048-86f03c3d6388,2016_04_24_12_19_46.csv,MATCHED,DOWNLOADED,EXTRACTED,c:\Users\admin\Desktop\CAPSTONE GAME TIME\00_raw\granular\0147e40d-85b6-4816-9048-86f03c3d6388\2016_04_24_12_19_46.csv,30261542,63103,2026-09-24 03:19:10,
0147e40d-85b6-4816-9048-86f03c3d6388,2016_04_29_11_10_34.csv,MATCHED,DOWNLOADED,EXTRACTED,c:\Users\admin\Desktop\CAPSTONE GAME TIME\00_raw\granular\0147e40d-85b6-4816-9048-86f03c3d6388\2016_04_29_11_10_34.csv,30261542,73282,2026-09-24 03:19:10,
0147e40d-85b6-4816-9048-86f03c3d6388,2016_04_30_09_34_06.csv,MATCHED,DOWNLOADED,EXTRACTED,c:\Users\admin\Desktop\CAPSTONE GAME TIME\00_raw\granular\0147e40d-85b6-4816-9048-86f03c3d6388\2016_04_30_09_34_06.csv,30261542,62802,2026-09-24 03:19:10,
0147e40d-85b6-4816-9048-86f03c3d6388,2016_05_08_15_17_10.csv,MATCHED,DOWNLOADED,EXTRACTED,c:\Users\admin\Desktop\CAPSTONE GAME TIME\00_raw\granular\0147e40d-85b6-4816-9048-86f03c3d6388\2016_05_08_15_17_10.csv,30261542,75981,2026-09-24 03:19:10,
0147e40d-85b6-4816-9048-86f03c3d6388,2016_05_15_09_19_26.csv,MATCHED,DOWNLOADED,EXTRACTED,c:\Users\admin\Desktop\CAPSTONE GAME TIME\00_raw\granular\0147e40d-85b6-4816-9048-86f03c3d6388\2016_05_15_09_19_26.csv,30261542,63055,2026-09-24 03:19:10,
0147e40d-85b6-4816-9048-86f03c3d6388,2017_07_09_17_07_02.csv,MATCHED,DOWNLOADED,EXTRACTED,c:\Users\admin\Desktop\CAPSTONE GAME TIME\00_raw\granular\0147e40d-85b6-4816-9048-86f03c3d6388\2017_07_09_17_07_02.csv,30261542,29869,2026-09-24 03:19:10,
0147e40d-85b6-4816-9048-86f03c3d6388,2017_07_10_17_27_09.csv,MATCHED,DOWNLOADED,EXTRACTED,c:\Users\admin\Desktop\CAPSTONE GAME TIME\00_raw\granular\0147e40d-85b6-4816-9048-86f03c3d6388\2017_07_10_17_27_09.csv,30261542,30055,2026-09-24 03:19:10,
0147e40d-85b6-4816-9048-86f03c3d6388,2017_07_13_14_16_13.csv,MATCHED,DOWNLOADED,EXTRACTED,c:\Users\admin\Desktop\CAPSTONE GAME TIME\00_raw\granular\0147e40d-85b6-4816-9048-86f03c3d6388\2017_07_13_14_16_13.csv,30261542,55827,2026-09-24 03:19:10,
0147e40d-85b6-4816-9048-86f03c3d6388,2017_07_15_15_23_22.csv,MATCHED,DOWNLOADED,EXTRACTED,c:\Users\admin\Desktop\CAPSTONE GAME TIME\00_raw\granular\0147e40d-85b6-4816-9048-86f03c3d6388\2017_07_15_15_23_22.csv,30261542,64957,2026-09-24 03:19:10,
0147e40d-85b6-4816-9048-86f03c3d6388,2017_07_18_18_53_02.csv,MATCHED,DOWNLOADED,EXTRACTED,c:\Users\admin\Desktop\CAPSTONE GAME TIME\00_raw\granular\0147e40d-85b6-4816-9048-86f03c3d6388\2017_07_18_18_53_02.csv,30261542,61438,2026-09-24 03:19:10,
0147e40d-85b6-4816-9048-86f03c3d6388,2017_07_20_18_55_52.csv,MATCHED,DOWNLOADED,EXTRACTED,c:\Users\admin\Desktop\CAPSTONE GAME TIME\00_raw\granular\0147e40d-85b6-4816-9048-86f03c3d6388\2017_07_20_18_55_52.csv,30261542,14182,2026-09-24 03:19:10,
0147e40d-85b6-4816-9048-86f03c3d6388,2017_07_21_15_04_13.csv,MATCHED,DOWNLOADED,EXTRACTED,c:\Users\admin\Desktop\CAPSTONE GAME TIME\00_raw\granular\0147e40d-85b6-4816-9048-86f03c3d6388\2017_07_21_15_04_13.csv,30261542,57599,2026-09-24 03:19:10,
0147e40d-85b6-4816-9048-86f03c3d6388,2017_07_23_16_40_48.csv,MATCHED,DOWNLOADED,EXTRACTED,c:\Users\admin\Desktop\CAPSTONE GAME TIME\00_raw\granular\0147e40d-85b6-4816-9048-86f03c3d6388\2017_07_23_16_40_48.csv,30261542,58309,2026-09-24 03:19:10,
0147e40d-85b6-4816-9048-86f03c3d6388,2017_07_25_17_48_11.csv,MATCHED,DOWNLOADED,EXTRACTED,c:\Users\admin\Desktop\CAPSTONE GAME TIME\00_raw\granular\0147e40d-85b6-4816-9048-86f03c3d6388\2017_07_25_17_48_11.csv,30261542,60661,2026-09-24 03:19:10,
0147e40d-85b6-4816-9048-86f03c3d6388,2017_07_29_14_40_11.csv,MATCHED,DOWNLOADED,EXTRACTED,c:\Users\admin\Desktop\CAPSTONE GAME TIME\00_raw\granular\0147e40d-85b6-4816-9048-86f03c3d6388\2017_07_29_14_40_11.csv,30261542,90422,2026-09-24 03:19:10,
0147e40d-85b6-4816-9048-86f03c3d6388,2017_07_29_20_30_24.csv,MATCHED,DOWNLOADED,EXTRACTED,c:\Users\admin\Desktop\CAPSTONE GAME TIME\00_raw\granular\0147e40d-85b6-4816-9048-86f03c3d6388\2017_07_29_20_30_24.csv,30261542,90422,2026-09-24 03:19:10,
0147e40d-85b6-4816-9048-86f03c3d6388,2017_08_01_17_54_07.csv,MATCHED,DOWNLOADED,EXTRACTED,c:\Users\admin\Desktop\CAPSTONE GAME TIME\00_raw\granular\0147e40d-85b6-4816-9048-86f03c3d6388\2017_08_01_17_54_07.csv,30261542,72924,2026-09-24 03:19:10,
0147e40d-85b6-4816-9048-86f03c3d6388,2017_08_06_10_01_37.csv,MATCHED,DOWNLOADED,EXTRACTED,c:\Users\admin\Desktop\CAPSTONE GAME TIME\00_raw\granular\0147e40d-85b6-4816-9048-86f03c3d6388\2017_08_06_10_01_37.csv,30261542,58987,2026-09-24 03:19:10,
0147e40d-85b6-4816-9048-86f03c3d6388,2017_08_10_17_31_42.csv,MATCHED,DOWNLOADED,EXTRACTED,c:\Users\admin\Desktop\CAPSTONE GAME TIME\00_raw\granular\0147e40d-85b6-4816-9048-86f03c3d6388\2017_08_10_17_31_42.csv,30261542,61487,2026-09-24 03:19:10,
0147e40d-85b6-4816-9048-86f03c3d6388,2017_08_13_18_21_20.csv,MATCHED,DOWNLOADED,EXTRACTED,c:\Users\admin\Desktop\CAPSTONE GAME TIME\00_raw\granular\0147e40d-85b6-4816-9048-86f03c3d6388\2017_08_13_18_21_20.csv,30261542,56921,2026-09-24 03:19:10,
0147e40d-85b6-4816-9048-86f03c3d6388,2017_08_14_19_59_31.csv,MATCHED,DOWNLOADED,EXTRACTED,c:\Users\admin\Desktop\CAPSTONE GAME TIME\00_raw\granular\0147e40d-85b6-4816-9048-86f03c3d6388\2017_08_14_19_59_31.csv,30261542,59492,2026-09-24 03:19:10,
0147e40d-85b6-4816-9048-86f03c3d6388,2017_08_21_15_03_46.csv,MATCHED,DOWNLOADED,EXTRACTED,c:\Users\admin\Desktop\CAPSTONE GAME TIME\00_raw\granular\0147e40d-85b6-4816-9048-86f03c3d6388\2017_08_21_15_03_46.csv,30261542,69472,2026-09-24 03:19:10,
0147e40d-85b6-4816-9048-86f03c3d6388,2017_08_25_18_18_45.csv,MATCHED,DOWNLOADED,EXTRACTED,c:\Users\admin\Desktop\CAPSTONE GAME TIME\00_raw\granular\0147e40d-85b6-4816-9048-86f03c3d6388\2017_08_25_18_18_45.csv,30261542,27073,2026-09-24 03:19:10,
0147e40d-85b6-4816-9048-86f03c3d6388,2017_08_31_10_52_45.csv,MATCHED,DOWNLOADED,EXTRACTED,c:\Users\admin\Desktop\CAPSTONE GAME TIME\00_raw\granular\0147e40d-85b6-4816-9048-86f03c3d6388\2017_08_31_10_52_45.csv,30261542,75347,2026-09-24 03:19:10,
0147e40d-85b6-4816-9048-86f03c3d6388,2017_09_02_17_31_53.csv,MATCHED,DOWNLOADED,EXTRACTED,c:\Users\admin\Desktop\CAPSTONE GAME TIME\00_raw\granular\0147e40d-85b6-4816-9048-86f03c3d6388\2017_09_02_17_31_53.csv,30261542,60806,2026-09-24 03:19:10,
0147e40d-85b6-4816-9048-86f03c3d6388,2017_09_06_17_09_09.csv,MATCHED,DOWNLOADED,EXTRACTED,c:\Users\admin\Desktop\CAPSTONE GAME TIME\00_raw\granular\0147e40d-85b6-4816-9048-86f03c3d6388\2017_09_06_17_09_09.csv,30261542,5638,2026-09-24 03:19:10,
0147e40d-85b6-4816-9048-86f03c3d6388,2017_09_22_13_37_55.csv,MATCHED,DOWNLOADED,EXTRACTED,c:\Users\admin\Desktop\CAPSTONE GAME TIME\00_raw\granular\0147e40d-85b6-4816-9048-86f03c3d6388\2017_09_22_13_37_55.csv,30261542,22302,2026-09-24 03:19:10,
0147e40d-85b6-4816-9048-86f03c3d6388,2017_09_24_15_10_26.csv,MATCHED,DOWNLOADED,EXTRACTED,c:\Users\admin\Desktop\CAPSTONE GAME TIME\00_raw\granular\0147e40d-85b6-4816-9048-86f03c3d6388\2017_09_24_15_10_26.csv,30261542,69074,2026-09-24 03:19:10,
0147e40d-85b6-4816-9048-86f03c3d6388,2017_09_26_18_00_07.csv,MATCHED,DOWNLOADED,EXTRACTED,c:\Users\admin\Desktop\CAPSTONE GAME TIME\00_raw\granular\0147e40d-85b6-4816-9048-86f03c3d6388\2017_09_26_18_00_07.csv,30261542,54149,2026-09-24 03:19:10,
0147e40d-85b6-4816-9048-86f03c3d6388,2017_09_28_17_26_27.csv,MATCHED,DOWNLOADED,EXTRACTED,c:\Users\admin\Desktop\CAPSTONE GAME TIME\00_raw\granular\0147e40d-85b6-4816-9048-86f03c3d6388\2017_09_28_17_26_27.csv,30261542,59617,2026-09-24 03:19:10,
0147e40d-85b6-4816-9048-86f03c3d6388,2017_09_29_15_32_24.csv,MATCHED,DOWNLOADED,EXTRACTED,c:\Users\admin\Desktop\CAPSTONE GAME TIME\00_raw\granular\0147e40d-85b6-4816-9048-86f03c3d6388\2017_09_29_15_32_24.csv,30261542,50794,2026-09-24 03:19:10,
0147e40d-85b6-4816-9048-86f03c3d6388,2017_10_01_09_50_49.csv,MATCHED,DOWNLOADED,EXTRACTED,c:\Users\admin\Desktop\CAPSTONE GAME TIME\00_raw\granular\0147e40d-85b6-4816-9048-86f03c3d6388\2017_10_01_09_50_49.csv,30261542,82409,2026-09-24 03:19:10,
0147e40d-85b6-4816-9048-86f03c3d6388,2017_10_03_14_13_22.csv,MATCHED,DOWNLOADED,EXTRACTED,c:\Users\admin\Desktop\CAPSTONE GAME TIME\00_raw\granular\0147e40d-85b6-4816-9048-86f03c3d6388\2017_10_03_14_13_22.csv,30261542,85848,2026-09-24 03:19:10,
0147e40d-85b6-4816-9048-86f03c3d6388,2017_10_06_16_13_17.csv,MATCHED,DOWNLOADED,EXTRACTED,c:\Users\admin\Desktop\CAPSTONE GAME TIME\00_raw\granular\0147e40d-85b6-4816-9048-86f03c3d6388\2017_10_06_16_13_17.csv,30261542,53219,2026-09-24 03:19:10,
0147e40d-85b6-4816-9048-86f03c3d6388,2017_10_07_14_40_23.csv,MATCHED,DOWNLOADED,EXTRACTED,c:\Users\admin\Desktop\CAPSTONE GAME TIME\00_raw\granular\0147e40d-85b6-4816-9048-86f03c3d6388\2017_10_07_14_40_23.csv,30261542,97620,2026-09-24 03:19:10,
0147e40d-85b6-4816-9048-86f03c3d6388,2017_10_10_17_30_27.csv,MATCHED,DOWNLOADED,EXTRACTED,c:\Users\admin\Desktop\CAPSTONE GAME TIME\00_raw\granular\0147e40d-85b6-4816-9048-86f03c3d6388\2017_10_10_17_30_27.csv,30261542,58549,2026-09-24 03:19:10,
0147e40d-85b6-4816-9048-86f03c3d6388,2017_10_13_14_59_57.csv,MATCHED,DOWNLOADED,EXTRACTED,c:\Users\admin\Desktop\CAPSTONE GAME TIME\00_raw\granular\0147e40d-85b6-4816-9048-86f03c3d6388\2017_10_13_14_59_57.csv,30261542,70097,2026-09-24 03:19:10,
0147e40d-85b6-4816-9048-86f03c3d6388,2017_10_15_13_02_43.csv,MATCHED,DOWNLOADED,EXTRACTED,c:\Users\admin\Desktop\CAPSTONE GAME TIME\00_raw\granular\0147e40d-85b6-4816-9048-86f03c3d6388\2017_10_15_13_02_43.csv,30261542,73494,2026-09-24 03:19:10,
0147e40d-85b6-4816-9048-86f03c3d6388,2017_10_21_15_45_02.csv,MATCHED,DOWNLOADED,EXTRACTED,c:\Users\admin\Desktop\CAPSTONE GAME TIME\00_raw\granular\0147e40d-85b6-4816-9048-86f03c3d6388\2017_10_21_15_45_02.csv,30261542,14791,2026-09-24 03:19:10,
0147e40d-85b6-4816-9048-86f03c3d6388,2017_10_29_15_18_09.csv,MATCHED,DOWNLOADED,EXTRACTED,c:\Users\admin\Desktop\CAPSTONE GAME TIME\00_raw\granular\0147e40d-85b6-4816-9048-86f03c3d6388\2017_10_29_15_18_09.csv,30261542,58978,2026-09-24 03:19:10,
0147e40d-85b6-4816-9048-86f03c3d6388,2017_11_03_11_24_01.csv,MATCHED,DOWNLOADED,EXTRACTED,c:\Users\admin\Desktop\CAPSTONE GAME TIME\00_raw\granular\0147e40d-85b6-4816-9048-86f03c3d6388\2017_11_03_11_24_01.csv,30261542,61253,2026-09-24 03:19:10,
0147e40d-85b6-4816-9048-86f03c3d6388,2017_11_04_11_30_13.csv,MATCHED,DOWNLOADED,EXTRACTED,c:\Users\admin\Desktop\CAPSTONE GAME TIME\00_raw\granular\0147e40d-85b6-4816-9048-86f03c3d6388\2017_11_04_11_30_13.csv,30261542,89626,2026-09-24 03:19:10,
0147e40d-85b6-4816-9048-86f03c3d6388,2017_11_17_14_36_50.csv,MATCHED,DOWNLOADED,EXTRACTED,c:\Users\admin\Desktop\CAPSTONE GAME TIME\00_raw\granular\0147e40d-85b6-4816-9048-86f03c3d6388\2017_11_17_14_36_50.csv,30261542,53142,2026-09-24 03:19:10,
0147e40d-85b6-4816-9048-86f03c3d6388,2017_11_24_14_01_20.csv,MATCHED,DOWNLOADED,EXTRACTED,c:\Users\admin\Desktop\CAPSTONE GAME TIME\00_raw\granular\0147e40d-85b6-4816-9048-86f03c3d6388\2017_11_24_14_01_20.csv,30261542,56246,2026-09-24 03:19:10,
0147e40d-85b6-4816-9048-86f03c3d6388,2017_12_24_13_27_41.csv,MATCHED,DOWNLOADED,EXTRACTED,c:\Users\admin\Desktop\CAPSTONE GAME TIME\00_raw\granular\0147e40d-85b6-4816-9048-86f03c3d6388\2017_12_24_13_27_41.csv,30261542,49873,2026-09-24 03:19:10,
0147e40d-85b6-4816-9048-86f03c3d6388,2017_12_26_15_13_53.csv,MATCHED,DOWNLOADED,EXTRACTED,c:\Users\admin\Desktop\CAPSTONE GAME TIME\00_raw\granular\0147e40d-85b6-4816-9048-86f03c3d6388\2017_12_26_15_13_53.csv,30261542,58160,2026-09-24 03:19:10,
0147e40d-85b6-4816-9048-86f03c3d6388,2017_12_28_14_10_01.csv,MATCHED,DOWNLOADED,EXTRACTED,c:\Users\admin\Desktop\CAPSTONE GAME TIME\00_raw\granular\0147e40d-85b6-4816-9048-86f03c3d6388\2017_12_28_14_10_01.csv,30261542,53823,2026-09-24 03:19:10,
0147e40d-85b6-4816-9048-86f03c3d6388,2018_01_01_13_23_22.csv,MATCHED,DOWNLOADED,EXTRACTED,c:\Users\admin\Desktop\CAPSTONE GAME TIME\00_raw\granular\0147e40d-85b6-4816-9048-86f03c3d6388\2018_01_01_13_23_22.csv,30261542,30498,2026-09-24 03:19:10,
0147e40d-85b6-4816-9048-86f03c3d6388,2018_01_05_16_35_23.csv,MATCHED,DOWNLOADED,EXTRACTED,c:\Users\admin\Desktop\CAPSTONE GAME TIME\00_raw\granular\0147e40d-85b6-4816-9048-86f03c3d6388\2018_01_05_16_35_23.csv,30261542,25717,2026-09-24 03:19:10,
0147e40d-85b6-4816-9048-86f03c3d6388,2018_01_21_12_13_39.csv,MATCHED,DOWNLOADED,EXTRACTED,c:\Users\admin\Desktop\CAPSTONE GAME TIME\00_raw\granular\0147e40d-85b6-4816-9048-86f03c3d6388\2018_01_21_12_13_39.csv,30261542,53522,2026-09-24 03:19:10,
0147e40d-85b6-4816-9048-86f03c3d6388,2018_01_22_15_05_47.csv,MATCHED,DOWNLOADED,EXTRACTED,c:\Users\admin\Desktop\CAPSTONE GAME TIME\00_raw\granular\0147e40d-85b6-4816-9048-86f03c3d6388\2018_01_22_15_05_47.csv,30261542,72408,2026-09-24 03:19:10,
0147e40d-85b6-4816-9048-86f03c3d6388,2018_01_26_16_00_49.csv,MATCHED,DOWNLOADED,EXTRACTED,c:\Users\admin\Desktop\CAPSTONE GAME TIME\00_raw\granular\0147e40d-85b6-4816-9048-86f03c3d6388\2018_01_26_16_00_49.csv,30261542,57578,2026-09-24 03:19:10,
0147e40d-85b6-4816-9048-86f03c3d6388,2018_01_28_11_05_06.csv,MATCHED,DOWNLOADED,EXTRACTED,c:\Users\admin\Desktop\CAPSTONE GAME TIME\00_raw\granular\0147e40d-85b6-4816-9048-86f03c3d6388\2018_01_28_11_05_06.csv,30261542,65423,2026-09-24 03:19:10,
0147e40d-85b6-4816-9048-86f03c3d6388,2018_03_05_16_58_00.csv,MATCHED,DOWNLOADED,EXTRACTED,c:\Users\admin\Desktop\CAPSTONE GAME TIME\00_raw\granular\0147e40d-85b6-4816-9048-86f03c3d6388\2018_03_05_16_58_00.csv,30261542,55386,2026-09-24 03:19:10,
0147e40d-85b6-4816-9048-86f03c3d6388,2018_03_11_14_40_18.csv,MATCHED,DOWNLOADED,EXTRACTED,c:\Users\admin\Desktop\CAPSTONE GAME TIME\00_raw\granular\0147e40d-85b6-4816-9048-86f03c3d6388\2018_03_11_14_40_18.csv,30261542,38024,2026-09-24 03:19:10,
0147e40d-85b6-4816-9048-86f03c3d6388,2018_03_14_17_16_12.csv,MATCHED,DOWNLOADED,EXTRACTED,c:\Users\admin\Desktop\CAPSTONE GAME TIME\00_raw\granular\0147e40d-85b6-4816-9048-86f03c3d6388\2018_03_14_17_16_12.csv,30261542,44877,2026-09-24 03:19:10,
0147e40d-85b6-4816-9048-86f03c3d6388,2018_03_17_15_12_00.csv,MATCHED,DOWNLOADED,EXTRACTED,c:\Users\admin\Desktop\CAPSTONE GAME TIME\00_raw\granular\0147e40d-85b6-4816-9048-86f03c3d6388\2018_03_17_15_12_00.csv,30261542,55210,2026-09-24 03:19:10,
0147e40d-85b6-4816-9048-86f03c3d6388,2018_03_19_10_55_18.csv,MATCHED,DOWNLOADED,EXTRACTED,c:\Users\admin\Desktop\CAPSTONE GAME TIME\00_raw\granular\0147e40d-85b6-4816-9048-86f03c3d6388\2018_03_19_10_55_18.csv,30261542,86808,2026-09-24 03:19:10,
0147e40d-85b6-4816-9048-86f03c3d6388,2018_04_15_08_59_31.csv,MATCHED,DOWNLOADED,EXTRACTED,c:\Users\admin\Desktop\CAPSTONE GAME TIME\00_raw\granular\0147e40d-85b6-4816-9048-86f03c3d6388\2018_04_15_08_59_31.csv,30261542,168450,2026-09-24 03:19:10,
0147e40d-85b6-4816-9048-86f03c3d6388,2018_04_17_17_59_51.csv,MATCHED,DOWNLOADED,EXTRACTED,c:\Users\admin\Desktop\CAPSTONE GAME TIME\00_raw\granular\0147e40d-85b6-4816-9048-86f03c3d6388\2018_04_17_17_59_51.csv,30261542,79477,2026-09-24 03:19:10,
0147e40d-85b6-4816-9048-86f03c3d6388,2018_04_26_17_20_35.csv,MATCHED,DOWNLOADED,EXTRACTED,c:\Users\admin\Desktop\CAPSTONE GAME TIME\00_raw\granular\0147e40d-85b6-4816-9048-86f03c3d6388\2018_04_26_17_20_35.csv,30261542,50438,2026-09-24 03:19:10,
0147e40d-85b6-4816-9048-86f03c3d6388,2018_05_01_15_54_26.csv,MATCHED,DOWNLOADED,EXTRACTED,c:\Users\admin\Desktop\CAPSTONE GAME TIME\00_raw\granular\0147e40d-85b6-4816-9048-86f03c3d6388\2018_05_01_15_54_26.csv,30261542,74995,2026-09-24 03:19:10,
