athlete_id,activity_file,zip_status,osf_zip_name,osf_zip_path,osf_download_url,osf_api_url,activity_status
0147e40d-85b6-4816-9048-86f03c3d6388,2016_01_30_12_46_33.csv,MATCHED,0147e40d-85b6-4816-9048-86f03c3d6388.zip,/0147e40d-85b6-4816-9048-86f03c3d6388.zip,https://osf.io/download/rb9qu/,https://api.osf.io/v2/files/5eb19c6462d4ab01706c4d23/,NOT_CHECKED_YET
0147e40d-85b6-4816-9048-86f03c3d6388,2016_02_06_14_04_03.csv,MATCHED,0147e40d-85b6-4816-9048-86f03c3d6388.zip,/0147e40d-85b6-4816-9048-86f03c3d6388.zip,https://osf.io/download/rb9qu/,https://api.osf.io/v2/files/5eb19c6462d4ab01706c4d23/,NOT_CHECKED_YET
0147e40d-85b6-4816-9048-86f03c3d6388,2016_02_10_16_52_54.csv,MATCHED,0147e40d-85b6-4816-9048-86f03c3d6388.zip,/0147e40d-85b6-4816-9048-86f03c3d6388.zip,https://osf.io/download/rb9qu/,https://api.osf.io/v2/files/5eb19c6462d4ab01706c4d23/,NOT_CHECKED_YET
0147e40d-85b6-4816-9048-86f03c3d6388,2016_02_14_12_24_34.csv,MATCHED,0147e40d-85b6-4816-9048-86f03c3d6388.zip,/0147e40d-85b6-4816-9048-86f03c3d6388.zip,https://osf.io/download/rb9qu/,https://api.osf.io/v2/files/5eb19c6462d4ab01706c4d23/,NOT_CHECKED_YET
0147e40d-85b6-4816-9048-86f03c3d6388,2016_02_22_16_57_00.csv,MATCHED,0147e40d-85b6-4816-9048-86f03c3d6388.zip,/0147e40d-85b6-4816-9048-86f03c3d6388.zip,https://osf.io/download/rb9qu/,https://api.osf.io/v2/files/5eb19c6462d4ab01706c4d23/,NOT_CHECKED_YET
0147e40d-85b6-4816-9048-86f03c3d6388,2016_02_28_12_30_11.csv,MATCHED,0147e40d-85b6-4816-9048-86f03c3d6388.zip,/0147e40d-85b6-4816-9048-86f03c3d6388.zip,https://osf.io/download/rb9qu/,https://api.osf.io/v2/files/5eb19c6462d4ab01706c4d23/,NOT_CHECKED_YET
0147e40d-85b6-4816-9048-86f03c3d6388,2016_03_05_15_14_16.csv,MATCHED,0147e40d-85b6-4816-9048-86f03c3d6388.zip,/0147e40d-85b6-4816-9048-86f03c3d6388.zip,https://osf.io/download/rb9qu/,https://api.osf.io/v2/files/5eb19c6462d4ab01706c4d23/,NOT_CHECKED_YET
0147e40d-85b6-4816-9048-86f03c3d6388,2016_03_13_16_30_54.csv,MATCHED,0147e40d-85b6-4816-9048-86f03c3d6388.zip,/0147e40d-85b6-4816-9048-86f03c3d6388.zip,https://osf.io/download/rb9qu/,https://api.osf.io/v2/files/5eb19c6462d4ab01706c4d23/,NOT_CHECKED_YET
0147e40d-85b6-4816-9048-86f03c3d6388,2016_03_20_13_03_51.csv,MATCHED,0147e40d-85b6-4816-9048-86f03c3d6388.zip,/0147e40d-85b6-4816-9048-86f03c3d6388.zip,https://osf.io/download/rb9qu/,https://api.osf.io/v2/files/5eb19c6462d4ab01706c4d23/,NOT_CHECKED_YET
0147e40d-85b6-4816-9048-86f03c3d6388,2016_03_25_11_27_51.csv,MATCHED,0147e40d-85b6-4816-9048-86f03c3d6388.zip,/0147e40d-85b6-4816-9048-86f03c3d6388.zip,https://osf.io/download/rb9qu/,https://api.osf.io/v2/files/5eb19c6462d4ab01706c4d23/,NOT_CHECKED_YET
0147e40d-85b6-4816-9048-86f03c3d6388,2016_03_27_15_19_56.csv,MATCHED,0147e40d-85b6-4816-9048-86f03c3d6388.zip,/0147e40d-85b6-4816-9048-86f03c3d6388.zip,https://osf.io/download/rb9qu/,https://api.osf.io/v2/files/5eb19c6462d4ab01706c4d23/,NOT_CHECKED_YET
0147e40d-85b6-4816-9048-86f03c3d6388,2016_04_04_18_25_43.csv,MATCHED,0147e40d-85b6-4816-9048-86f03c3d6388.zip,/0147e40d-85b6-4816-9048-86f03c3d6388.zip,https://osf.io/download/rb9qu/,https://api.osf.io/v2/files/5eb19c6462d4ab01706c4d23/,NOT_CHECKED_YET
0147e40d-85b6-4816-9048-86f03c3d6388,2016_04_19_19_00_12.csv,MATCHED,0147e40d-85b6-4816-9048-86f03c3d6388.zip,/0147e40d-85b6-4816-9048-86f03c3d6388.zip,https://osf.io/download/rb9qu/,https://api.osf.io/v2/files/5eb19c6462d4ab01706c4d23/,NOT_CHECKED_YET
0147e40d-85b6-4816-9048-86f03c3d6388,2016_04_24_12_19_46.csv,MATCHED,0147e40d-85b6-4816-9048-86f03c3d6388.zip,/0147e40d-85b6-4816-9048-86f03c3d6388.zip,https://osf.io/download/rb9qu/,https://api.osf.io/v2/files/5eb19c6462d4ab01706c4d23/,NOT_CHECKED_YET
0147e40d-85b6-4816-9048-86f03c3d6388,2016_04_29_11_10_34.csv,MATCHED,0147e40d-85b6-4816-9048-86f03c3d6388.zip,/0147e40d-85b6-4816-9048-86f03c3d6388.zip,https://osf.io/download/rb9qu/,https://api.osf.io/v2/files/5eb19c6462d4ab01706c4d23/,NOT_CHECKED_YET
0147e40d-85b6-4816-9048-86f03c3d6388,2016_04_30_09_34_06.csv,MATCHED,0147e40d-85b6-4816-9048-86f03c3d6388.zip,/0147e40d-85b6-4816-9048-86f03c3d6388.zip,https://osf.io/download/rb9qu/,https://api.osf.io/v2/files/5eb19c6462d4ab01706c4d23/,NOT_CHECKED_YET
0147e40d-85b6-4816-9048-86f03c3d6388,2016_05_08_15_17_10.csv,MATCHED,0147e40d-85b6-4816-9048-86f03c3d6388.zip,/0147e40d-85b6-4816-9048-86f03c3d6388.zip,https://osf.io/download/rb9qu/,https://api.osf.io/v2/files/5eb19c6462d4ab01706c4d23/,NOT_CHECKED_YET
0147e40d-85b6-4816-9048-86f03c3d6388,2016_05_15_09_19_26.csv,MATCHED,0147e40d-85b6-4816-9048-86f03c3d6388.zip,/0147e40d-85b6-4816-9048-86f03c3d6388.zip,https://osf.io/download/rb9qu/,https://api.osf.io/v2/files/5eb19c6462d4ab01706c4d23/,NOT_CHECKED_YET
0147e40d-85b6-4816-9048-86f03c3d6388,2017_07_09_17_07_02.csv,MATCHED,0147e40d-85b6-4816-9048-86f03c3d6388.zip,/0147e40d-85b6-4816-9048-86f03c3d6388.zip,https://osf.io/download/rb9qu/,https://api.osf.io/v2/files/5eb19c6462d4ab01706c4d23/,NOT_CHECKED_YET
0147e40d-85b6-4816-9048-86f03c3d6388,2017_07_10_17_27_09.csv,MATCHED,0147e40d-85b6-4816-9048-86f03c3d6388.zip,/0147e40d-85b6-4816-9048-86f03c3d6388.zip,https://osf.io/download/rb9qu/,https://api.osf.io/v2/files/5eb19c6462d4ab01706c4d23/,NOT_CHECKED_YET
0147e40d-85b6-4816-9048-86f03c3d6388,2017_07_13_14_16_13.csv,MATCHED,0147e40d-85b6-4816-9048-86f03c3d6388.zip,/0147e40d-85b6-4816-9048-86f03c3d6388.zip,https://osf.io/download/rb9qu/,https://api.osf.io/v2/files/5eb19c6462d4ab01706c4d23/,NOT_CHECKED_YET
0147e40d-85b6-4816-9048-86f03c3d6388,2017_07_15_15_23_22.csv,MATCHED,0147e40d-85b6-4816-9048-86f03c3d6388.zip,/0147e40d-85b6-4816-9048-86f03c3d6388.zip,https://osf.io/download/rb9qu/,https://api.osf.io/v2/files/5eb19c6462d4ab01706c4d23/,NOT_CHECKED_YET
0147e40d-85b6-4816-9048-86f03c3d6388,2017_07_18_18_53_02.csv,MATCHED,0147e40d-85b6-4816-9048-86f03c3d6388.zip,/0147e40d-85b6-4816-9048-86f03c3d6388.zip,https://osf.io/download/rb9qu/,https://api.osf.io/v2/files/5eb19c6462d4ab01706c4d23/,NOT_CHECKED_YET
0147e40d-85b6-4816-9048-86f03c3d6388,2017_07_20_18_55_52.csv,MATCHED,0147e40d-85b6-4816-9048-86f03c3d6388.zip,/0147e40d-85b6-4816-9048-86f03c3d6388.zip,https://osf.io/download/rb9qu/,https://api.osf.io/v2/files/5eb19c6462d4ab01706c4d23/,NOT_CHECKED_YET
0147e40d-85b6-4816-9048-86f03c3d6388,2017_07_21_15_04_13.csv,MATCHED,0147e40d-85b6-4816-9048-86f03c3d6388.zip,/0147e40d-85b6-4816-9048-86f03c3d6388.zip,https://osf.io/download/rb9qu/,https://api.osf.io/v2/files/5eb19c6462d4ab01706c4d23/,NOT_CHECKED_YET
0147e40d-85b6-4816-9048-86f03c3d6388,2017_07_23_16_40_48.csv,MATCHED,0147e40d-85b6-4816-9048-86f03c3d6388.zip,/0147e40d-85b6-4816-9048-86f03c3d6388.zip,https://osf.io/download/rb9qu/,https://api.osf.io/v2/files/5eb19c6462d4ab01706c4d23/,NOT_CHECKED_YET
0147e40d-85b6-4816-9048-86f03c3d6388,2017_07_25_17_48_11.csv,MATCHED,0147e40d-85b6-4816-9048-86f03c3d6388.zip,/0147e40d-85b6-4816-9048-86f03c3d6388.zip,https://osf.io/download/rb9qu/,https://api.osf.io/v2/files/5eb19c6462d4ab01706c4d23/,NOT_CHECKED_YET
0147e40d-85b6-4816-9048-86f03c3d6388,2017_07_29_14_40_11.csv,MATCHED,0147e40d-85b6-4816-9048-86f03c3d6388.zip,/0147e40d-85b6-4816-9048-86f03c3d6388.zip,https://osf.io/download/rb9qu/,https://api.osf.io/v2/files/5eb19c6462d4ab01706c4d23/,NOT_CHECKED_YET
0147e40d-85b6-4816-9048-86f03c3d6388,2017_07_29_20_30_24.csv,MATCHED,0147e40d-85b6-4816-9048-86f03c3d6388.zip,/0147e40d-85b6-4816-9048-86f03c3d6388.zip,https://osf.io/download/rb9qu/,https://api.osf.io/v2/files/5eb19c6462d4ab01706c4d23/,NOT_CHECKED_YET
0147e40d-85b6-4816-9048-86f03c3d6388,2017_08_01_17_54_07.csv,MATCHED,0147e40d-85b6-4816-9048-86f03c3d6388.zip,/0147e40d-85b6-4816-9048-86f03c3d6388.zip,https://osf.io/download/rb9qu/,https://api.osf.io/v2/files/5eb19c6462d4ab01706c4d23/,NOT_CHECKED_YET
0147e40d-85b6-4816-9048-86f03c3d6388,2017_08_06_10_01_37.csv,MATCHED,0147e40d-85b6-4816-9048-86f03c3d6388.zip,/0147e40d-85b6-4816-9048-86f03c3d6388.zip,https://osf.io/download/rb9qu/,https://api.osf.io/v2/files/5eb19c6462d4ab01706c4d23/,NOT_CHECKED_YET
0147e40d-85b6-4816-9048-86f03c3d6388,2017_08_10_17_31_42.csv,MATCHED,0147e40d-85b6-4816-9048-86f03c3d6388.zip,/0147e40d-85b6-4816-9048-86f03c3d6388.zip,https://osf.io/download/rb9qu/,https://api.osf.io/v2/files/5eb19c6462d4ab01706c4d23/,NOT_CHECKED_YET
0147e40d-85b6-4816-9048-86f03c3d6388,2017_08_13_18_21_20.csv,MATCHED,0147e40d-85b6-4816-9048-86f03c3d6388.zip,/0147e40d-85b6-4816-9048-86f03c3d6388.zip,https://osf.io/download/rb9qu/,https://api.osf.io/v2/files/5eb19c6462d4ab01706c4d23/,NOT_CHECKED_YET
0147e40d-85b6-4816-9048-86f03c3d6388,2017_08_14_19_59_31.csv,MATCHED,0147e40d-85b6-4816-9048-86f03c3d6388.zip,/0147e40d-85b6-4816-9048-86f03c3d6388.zip,https://osf.io/download/rb9qu/,https://api.osf.io/v2/files/5eb19c6462d4ab01706c4d23/,NOT_CHECKED_YET
0147e40d-85b6-4816-9048-86f03c3d6388,2017_08_21_15_03_46.csv,MATCHED,0147e40d-85b6-4816-9048-86f03c3d6388.zip,/0147e40d-85b6-4816-9048-86f03c3d6388.zip,https://osf.io/download/rb9qu/,https://api.osf.io/v2/files/5eb19c6462d4ab01706c4d23/,NOT_CHECKED_YET
0147e40d-85b6-4816-9048-86f03c3d6388,2017_08_25_18_18_45.csv,MATCHED,0147e40d-85b6-4816-9048-86f03c3d6388.zip,/0147e40d-85b6-4816-9048-86f03c3d6388.zip,https://osf.io/download/rb9qu/,https://api.osf.io/v2/files/5eb19c6462d4ab01706c4d23/,NOT_CHECKED_YET
0147e40d-85b6-4816-9048-86f03c3d6388,2017_08_31_10_52_45.csv,MATCHED,0147e40d-85b6-4816-9048-86f03c3d6388.zip,/0147e40d-85b6-4816-9048-86f03c3d6388.zip,https://osf.io/download/rb9qu/,https://api.osf.io/v2/files/5eb19c6462d4ab01706c4d23/,NOT_CHECKED_YET
0147e40d-85b6-4816-9048-86f03c3d6388,2017_09_02_17_31_53.csv,MATCHED,0147e40d-85b6-4816-9048-86f03c3d6388.zip,/0147e40d-85b6-4816-9048-86f03c3d6388.zip,https://osf.io/download/rb9qu/,https://api.osf.io/v2/files/5eb19c6462d4ab01706c4d23/,NOT_CHECKED_YET
0147e40d-85b6-4816-9048-86f03c3d6388,2017_09_06_17_09_09.csv,MATCHED,0147e40d-85b6-4816-9048-86f03c3d6388.zip,/0147e40d-85b6-4816-9048-86f03c3d6388.zip,https://osf.io/download/rb9qu/,https://api.osf.io/v2/files/5eb19c6462d4ab01706c4d23/,NOT_CHECKED_YET
0147e40d-85b6-4816-9048-86f03c3d6388,2017_09_22_13_37_55.csv,MATCHED,0147e40d-85b6-4816-9048-86f03c3d6388.zip,/0147e40d-85b6-4816-9048-86f03c3d6388.zip,https://osf.io/download/rb9qu/,https://api.osf.io/v2/files/5eb19c6462d4ab01706c4d23/,NOT_CHECKED_YET
0147e40d-85b6-4816-9048-86f03c3d6388,2017_09_24_15_10_26.csv,MATCHED,0147e40d-85b6-4816-9048-86f03c3d6388.zip,/0147e40d-85b6-4816-9048-86f03c3d6388.zip,https://osf.io/download/rb9qu/,https://api.osf.io/v2/files/5eb19c6462d4ab01706c4d23/,NOT_CHECKED_YET
0147e40d-85b6-4816-9048-86f03c3d6388,2017_09_26_18_00_07.csv,MATCHED,0147e40d-85b6-4816-9048-86f03c3d6388.zip,/0147e40d-85b6-4816-9048-86f03c3d6388.zip,https://osf.io/download/rb9qu/,https://api.osf.io/v2/files/5eb19c6462d4ab01706c4d23/,NOT_CHECKED_YET
0147e40d-85b6-4816-9048-86f03c3d6388,2017_09_28_17_26_27.csv,MATCHED,0147e40d-85b6-4816-9048-86f03c3d6388.zip,/0147e40d-85b6-4816-9048-86f03c3d6388.zip,https://osf.io/download/rb9qu/,https://api.osf.io/v2/files/5eb19c6462d4ab01706c4d23/,NOT_CHECKED_YET
0147e40d-85b6-4816-9048-86f03c3d6388,2017_09_29_15_32_24.csv,MATCHED,0147e40d-85b6-4816-9048-86f03c3d6388.zip,/0147e40d-85b6-4816-9048-86f03c3d6388.zip,https://osf.io/download/rb9qu/,https://api.osf.io/v2/files/5eb19c6462d4ab01706c4d23/,NOT_CHECKED_YET
0147e40d-85b6-4816-9048-86f03c3d6388,2017_10_01_09_50_49.csv,MATCHED,0147e40d-85b6-4816-9048-86f03c3d6388.zip,/0147e40d-85b6-4816-9048-86f03c3d6388.zip,https://osf.io/download/rb9qu/,https://api.osf.io/v2/files/5eb19c6462d4ab01706c4d23/,NOT_CHECKED_YET
0147e40d-85b6-4816-9048-86f03c3d6388,2017_10_03_14_13_22.csv,MATCHED,0147e40d-85b6-4816-9048-86f03c3d6388.zip,/0147e40d-85b6-4816-9048-86f03c3d6388.zip,https://osf.io/download/rb9qu/,https://api.osf.io/v2/files/5eb19c6462d4ab01706c4d23/,NOT_CHECKED_YET
0147e40d-85b6-4816-9048-86f03c3d6388,2017_10_06_16_13_17.csv,MATCHED,0147e40d-85b6-4816-9048-86f03c3d6388.zip,/0147e40d-85b6-4816-9048-86f03c3d6388.zip,https://osf.io/download/rb9qu/,https://api.osf.io/v2/files/5eb19c6462d4ab01706c4d23/,NOT_CHECKED_YET
0147e40d-85b6-4816-9048-86f03c3d6388,2017_10_07_14_40_23.csv,MATCHED,0147e40d-85b6-4816-9048-86f03c3d6388.zip,/0147e40d-85b6-4816-9048-86f03c3d6388.zip,https://osf.io/download/rb9qu/,https://api.osf.io/v2/files/5eb19c6462d4ab01706c4d23/,NOT_CHECKED_YET
0147e40d-85b6-4816-9048-86f03c3d6388,2017_10_10_17_30_27.csv,MATCHED,0147e40d-85b6-4816-9048-86f03c3d6388.zip,/0147e40d-85b6-4816-9048-86f03c3d6388.zip,https://osf.io/download/rb9qu/,https://api.osf.io/v2/files/5eb19c6462d4ab01706c4d23/,NOT_CHECKED_YET
0147e40d-85b6-4816-9048-86f03c3d6388,2017_10_13_14_59_57.csv,MATCHED,0147e40d-85b6-4816-9048-86f03c3d6388.zip,/0147e40d-85b6-4816-9048-86f03c3d6388.zip,https://osf.io/download/rb9qu/,https://api.osf.io/v2/files/5eb19c6462d4ab01706c4d23/,NOT_CHECKED_YET
0147e40d-85b6-4816-9048-86f03c3d6388,2017_10_15_13_02_43.csv,MATCHED,0147e40d-85b6-4816-9048-86f03c3d6388.zip,/0147e40d-85b6-4816-9048-86f03c3d6388.zip,https://osf.io/download/rb9qu/,https://api.osf.io/v2/files/5eb19c6462d4ab01706c4d23/,NOT_CHECKED_YET
0147e40d-85b6-4816-9048-86f03c3d6388,2017_10_21_15_45_02.csv,MATCHED,0147e40d-85b6-4816-9048-86f03c3d6388.zip,/0147e40d-85b6-4816-9048-86f03c3d6388.zip,https://osf.io/download/rb9qu/,https://api.osf.io/v2/files/5eb19c6462d4ab01706c4d23/,NOT_CHECKED_YET
0147e40d-85b6-4816-9048-86f03c3d6388,2017_10_29_15_18_09.csv,MATCHED,0147e40d-85b6-4816-9048-86f03c3d6388.zip,/0147e40d-85b6-4816-9048-86f03c3d6388.zip,https://osf.io/download/rb9qu/,https://api.osf.io/v2/files/5eb19c6462d4ab01706c4d23/,NOT_CHECKED_YET
0147e40d-85b6-4816-9048-86f03c3d6388,2017_11_03_11_24_01.csv,MATCHED,0147e40d-85b6-4816-9048-86f03c3d6388.zip,/0147e40d-85b6-4816-9048-86f03c3d6388.zip,https://osf.io/download/rb9qu/,https://api.osf.io/v2/files/5eb19c6462d4ab01706c4d23/,NOT_CHECKED_YET
0147e40d-85b6-4816-9048-86f03c3d6388,2017_11_04_11_30_13.csv,MATCHED,0147e40d-85b6-4816-9048-86f03c3d6388.zip,/0147e40d-85b6-4816-9048-86f03c3d6388.zip,https://osf.io/download/rb9qu/,https://api.osf.io/v2/files/5eb19c6462d4ab01706c4d23/,NOT_CHECKED_YET
0147e40d-85b6-4816-9048-86f03c3d6388,2017_11_17_14_36_50.csv,MATCHED,0147e40d-85b6-4816-9048-86f03c3d6388.zip,/0147e40d-85b6-4816-9048-86f03c3d6388.zip,https://osf.io/download/rb9qu/,https://api.osf.io/v2/files/5eb19c6462d4ab01706c4d23/,NOT_CHECKED_YET
0147e40d-85b6-4816-9048-86f03c3d6388,2017_11_24_14_01_20.csv,MATCHED,0147e40d-85b6-4816-9048-86f03c3d6388.zip,/0147e40d-85b6-4816-9048-86f03c3d6388.zip,https://osf.io/download/rb9qu/,https://api.osf.io/v2/files/5eb19c6462d4ab01706c4d23/,NOT_CHECKED_YET
0147e40d-85b6-4816-9048-86f03c3d6388,2017_12_24_13_27_41.csv,MATCHED,0147e40d-85b6-4816-9048-86f03c3d6388.zip,/0147e40d-85b6-4816-9048-86f03c3d6388.zip,https://osf.io/download/rb9qu/,https://api.osf.io/v2/files/5eb19c6462d4ab01706c4d23/,NOT_CHECKED_YET
0147e40d-85b6-4816-9048-86f03c3d6388,2017_12_26_15_13_53.csv,MATCHED,0147e40d-85b6-4816-9048-86f03c3d6388.zip,/0147e40d-85b6-4816-9048-86f03c3d6388.zip,https://osf.io/download/rb9qu/,https://api.osf.io/v2/files/5eb19c6462d4ab01706c4d23/,NOT_CHECKED_YET
0147e40d-85b6-4816-9048-86f03c3d6388,2017_12_28_14_10_01.csv,MATCHED,0147e40d-85b6-4816-9048-86f03c3d6388.zip,/0147e40d-85b6-4816-9048-86f03c3d6388.zip,https://osf.io/download/rb9qu/,https://api.osf.io/v2/files/5eb19c6462d4ab01706c4d23/,NOT_CHECKED_YET
0147e40d-85b6-4816-9048-86f03c3d6388,2018_01_01_13_23_22.csv,MATCHED,0147e40d-85b6-4816-9048-86f03c3d6388.zip,/0147e40d-85b6-4816-9048-86f03c3d6388.zip,https://osf.io/download/rb9qu/,https://api.osf.io/v2/files/5eb19c6462d4ab01706c4d23/,NOT_CHECKED_YET
0147e40d-85b6-4816-9048-86f03c3d6388,2018_01_05_16_35_23.csv,MATCHED,0147e40d-85b6-4816-9048-86f03c3d6388.zip,/0147e40d-85b6-4816-9048-86f03c3d6388.zip,https://osf.io/download/rb9qu/,https://api.osf.io/v2/files/5eb19c6462d4ab01706c4d23/,NOT_CHECKED_YET
0147e40d-85b6-4816-9048-86f03c3d6388,2018_01_21_12_13_39.csv,MATCHED,0147e40d-85b6-4816-9048-86f03c3d6388.zip,/0147e40d-85b6-4816-9048-86f03c3d6388.zip,https://osf.io/download/rb9qu/,https://api.osf.io/v2/files/5eb19c6462d4ab01706c4d23/,NOT_CHECKED_YET
0147e40d-85b6-4816-9048-86f03c3d6388,2018_01_22_15_05_47.csv,MATCHED,0147e40d-85b6-4816-9048-86f03c3d6388.zip,/0147e40d-85b6-4816-9048-86f03c3d6388.zip,https://osf.io/download/rb9qu/,https://api.osf.io/v2/files/5eb19c6462d4ab01706c4d23/,NOT_CHECKED_YET
0147e40d-85b6-4816-9048-86f03c3d6388,2018_01_26_16_00_49.csv,MATCHED,0147e40d-85b6-4816-9048-86f03c3d6388.zip,/0147e40d-85b6-4816-9048-86f03c3d6388.zip,https://osf.io/download/rb9qu/,https://api.osf.io/v2/files/5eb19c6462d4ab01706c4d23/,NOT_CHECKED_YET
0147e40d-85b6-4816-9048-86f03c3d6388,2018_01_28_11_05_06.csv,MATCHED,0147e40d-85b6-4816-9048-86f03c3d6388.zip,/0147e40d-85b6-4816-9048-86f03c3d6388.zip,https://osf.io/download/rb9qu/,https://api.osf.io/v2/files/5eb19c6462d4ab01706c4d23/,NOT_CHECKED_YET
0147e40d-85b6-4816-9048-86f03c3d6388,2018_03_05_16_58_00.csv,MATCHED,0147e40d-85b6-4816-9048-86f03c3d6388.zip,/0147e40d-85b6-4816-9048-86f03c3d6388.zip,https://osf.io/download/rb9qu/,https://api.osf.io/v2/files/5eb19c6462d4ab01706c4d23/,NOT_CHECKED_YET
0147e40d-85b6-4816-9048-86f03c3d6388,2018_03_11_14_40_18.csv,MATCHED,0147e40d-85b6-4816-9048-86f03c3d6388.zip,/0147e40d-85b6-4816-9048-86f03c3d6388.zip,https://osf.io/download/rb9qu/,https://api.osf.io/v2/files/5eb19c6462d4ab01706c4d23/,NOT_CHECKED_YET
0147e40d-85b6-4816-9048-86f03c3d6388,2018_03_14_17_16_12.csv,MATCHED,0147e40d-85b6-4816-9048-86f03c3d6388.zip,/0147e40d-85b6-4816-9048-86f03c3d6388.zip,https://osf.io/download/rb9qu/,https://api.osf.io/v2/files/5eb19c6462d4ab01706c4d23/,NOT_CHECKED_YET
0147e40d-85b6-4816-9048-86f03c3d6388,2018_03_17_15_12_00.csv,MATCHED,0147e40d-85b6-4816-9048-86f03c3d6388.zip,/0147e40d-85b6-4816-9048-86f03c3d6388.zip,https://osf.io/download/rb9qu/,https://api.osf.io/v2/files/5eb19c6462d4ab01706c4d23/,NOT_CHECKED_YET
0147e40d-85b6-4816-9048-86f03c3d6388,2018_03_19_10_55_18.csv,MATCHED,0147e40d-85b6-4816-9048-86f03c3d6388.zip,/0147e40d-85b6-4816-9048-86f03c3d6388.zip,https://osf.io/download/rb9qu/,https://api.osf.io/v2/files/5eb19c6462d4ab01706c4d23/,NOT_CHECKED_YET
0147e40d-85b6-4816-9048-86f03c3d6388,2018_04_15_08_59_31.csv,MATCHED,0147e40d-85b6-4816-9048-86f03c3d6388.zip,/0147e40d-85b6-4816-9048-86f03c3d6388.zip,https://osf.io/download/rb9qu/,https://api.osf.io/v2/files/5eb19c6462d4ab01706c4d23/,NOT_CHECKED_YET
0147e40d-85b6-4816-9048-86f03c3d6388,2018_04_17_17_59_51.csv,MATCHED,0147e40d-85b6-4816-9048-86f03c3d6388.zip,/0147e40d-85b6-4816-9048-86f03c3d6388.zip,https://osf.io/download/rb9qu/,https://api.osf.io/v2/files/5eb19c6462d4ab01706c4d23/,NOT_CHECKED_YET
